#{"t_start": 1762470147.350102, "env_id": "None"}
r,l,t
18.2,200,14.661294
36.7,200,14.689264
51.8,200,14.717072
14.6,200,14.969825
33.5,200,14.997745
46.0,200,15.025746
39.4,200,15.053745
51.9,200,15.080748
36.9,200,15.107695
28.0,200,15.136569
40.0,200,15.164481
25.5,200,15.191914
45.7,200,15.219204
44.3,200,15.470387
43.7,200,15.498028
32.8,200,15.525842
40.7,200,15.554418
22.9,200,15.583198
-5.4,200,15.612051
38.1,200,15.640071
40.9,200,15.66896
-7.2,200,15.697925
30.0,200,15.7257
16.8,200,15.753922
33.1,200,16.004884
0.3,200,16.03313
51.8,200,16.060369
43.5,200,16.088579
33.2,200,16.115901
23.6,200,16.143996
20.1,200,16.172056
45.8,200,16.200289
47.5,200,16.227369
48.3,200,16.254376
27.2,200,16.506103
52.1,200,16.53323
52.4,200,16.560475
52.3,200,16.587483
52.0,200,16.615585
54.0,200,16.6428
38.3,200,16.670557
38.3,200,16.698033
35.3,200,16.726414
45.8,200,16.753497
39.3,200,17.003901
51.6,200,17.032501
45.9,200,17.059482
15.1,200,17.087153
31.5,200,17.114472
34.2,200,17.14334
21.7,200,17.171395
27.9,200,17.198527
51.7,200,17.226392
48.9,200,17.253668
52.5,200,17.504412
18.1,200,17.532713
34.9,200,17.562404
41.9,200,17.589887
24.3,200,17.617768
18.4,200,17.645491
49.7,200,17.673338
38.5,200,17.700768
53.1,200,17.727612
24.7,200,17.75583
44.4,200,17.783852
46.9,200,18.034189
51.4,200,18.061467
47.9,200,18.090091
42.4,200,18.116918
25.8,200,18.144374
46.2,200,18.171369
19.0,200,18.200467
48.7,200,18.227858
35.1,200,18.255817
21.6,200,18.285542
24.3,200,18.537152
45.3,200,18.56494
50.2,200,18.592689
23.2,200,18.621108
45.2,200,18.64803
19.0,200,18.675592
48.2,200,18.703697
48.8,200,18.731213
43.6,200,18.758534
17.6,200,18.787048
43.1,200,19.041162
52.8,200,19.068222
43.2,200,19.095554
19.4,200,19.124102
49.5,200,19.151198
24.9,200,19.178568
42.9,200,19.206479
45.4,200,19.234734
31.0,200,19.262
48.8,200,19.288973
50.2,200,19.538799
51.2,200,19.566197
43.6,200,19.594005
25.1,200,19.622027
44.2,200,19.651097
47.7,200,19.67843
24.4,200,19.706296
19.6,200,19.7345
41.1,200,19.76424
-1.4,200,19.7936
47.7,200,19.821825
54.7,200,20.079225
23.4,200,20.107991
43.4,200,20.136603
38.3,200,20.166613
52.8,200,20.1951
37.4,200,20.224043
46.6,200,20.252588
47.4,200,20.282083
49.7,200,20.310431
51.3,200,20.33887
52.4,200,20.602298
50.6,200,20.629388
22.1,200,20.657837
40.7,200,20.686142
48.7,200,20.713658
21.7,200,20.742027
43.8,200,20.76889
42.2,200,20.79885
18.8,200,20.827804
37.3,200,20.856888
48.2,200,21.111499
50.5,200,21.139102
23.6,200,21.16716
16.9,200,21.197445
47.2,200,21.224886
52.4,200,21.252378
25.5,200,21.281857
38.0,200,21.311752
16.0,200,21.340865
48.3,200,21.369658
41.4,200,21.628687
30.7,200,21.656688
31.7,200,21.684159
30.1,200,21.711194
24.1,200,21.740664
50.9,200,21.768076
28.0,200,21.79577
26.9,200,21.824284
48.2,200,21.8515
40.7,200,21.878614
14.9,200,21.906166
46.5,200,22.159989
28.4,200,22.188959
49.6,200,22.216418
43.0,200,22.245279
48.9,200,22.273681
25.1,200,22.301931
25.3,200,22.330575
41.8,200,22.359614
34.4,200,22.38791
44.2,200,22.416074
28.5,200,22.673167
31.9,200,22.700844
38.5,200,22.728045
45.5,200,22.754778
37.9,200,22.784068
43.5,200,22.810959
43.6,200,22.838401
50.6,200,22.865471
40.1,200,22.893903
34.8,200,22.921334
23.0,200,23.199063
27.3,200,23.227903
30.8,200,23.255571
29.8,200,23.284316
19.1,200,23.31332
34.7,200,23.340963
44.5,200,23.368493
40.1,200,23.396951
43.2,200,23.42456
22.5,200,23.452172
47.0,200,23.699089
16.5,200,23.729033
39.7,200,23.756445
50.2,200,23.783351
46.8,200,23.812122
28.6,200,23.84033
17.7,200,23.868959
50.9,200,23.896017
18.0,200,23.924847
14.7,200,23.953029
49.2,200,23.98005
15.4,200,24.234315
8.3,200,24.264008
49.0,200,24.291785
38.2,200,24.320501
40.8,200,24.349911
19.0,200,24.378516
51.8,200,24.405954
32.4,200,24.434295
34.1,200,24.462973
30.9,200,24.490589
31.7,200,24.742115
47.6,200,24.770806
26.5,200,24.798971
49.4,200,24.826845
49.9,200,24.855262
34.8,200,24.885235
50.3,200,24.913289
42.6,200,24.941757
8.0,200,24.972045
41.0,200,25.000402
13.6,200,25.260569
48.6,200,25.289744
41.1,200,25.3174
21.8,200,25.345824
38.6,200,25.373583
31.0,200,25.403132
51.2,200,25.430355
40.0,200,25.458041
48.1,200,25.485504
39.2,200,25.514667
-8.4,200,25.774676
48.8,200,25.803687
45.8,200,25.831029
35.7,200,25.858817
36.1,200,25.88685
24.5,200,25.949821
29.5,200,25.978283
43.1,200,26.005859
24.7,200,26.035262
40.9,200,26.062922
32.9,200,26.090862
49.2,200,26.346181
46.6,200,26.373062
33.3,200,26.400636
51.8,200,26.429991
27.9,200,26.459464
40.4,200,26.48831
43.8,200,26.51685
47.3,200,26.546668
37.7,200,26.574752
15.5,200,26.602849
20.2,200,26.862284
19.0,200,26.891596
39.6,200,26.921263
44.7,200,26.951279
18.9,200,26.979935
34.0,200,27.008308
42.5,200,27.036189
25.0,200,27.065593
46.2,200,27.093366
52.9,200,27.120847
26.7,200,27.378389
18.4,200,27.408548
1.4,200,27.438607
10.4,200,27.467992
37.5,200,27.498058
15.7,200,27.528136
35.0,200,27.557354
-1.2,200,27.587966
18.9,200,27.615879
38.1,200,27.643336
28.5,200,27.899425
46.3,200,27.927528
25.3,200,27.956086
37.3,200,27.983608
19.7,200,28.013235
51.0,200,28.040896
30.4,200,28.069821
32.2,200,28.097872
46.4,200,28.126223
43.0,200,28.153321
25.5,200,28.406349
13.9,200,28.435876
47.1,200,28.463242
57.8,200,28.490195
29.9,200,28.518283
27.0,200,28.548189
25.0,200,28.576886
18.4,200,28.605899
32.0,200,28.636589
23.5,200,28.665426
54.3,200,28.692986
51.1,200,28.956174
19.9,200,28.985372
50.5,200,29.01295
42.2,200,29.040942
37.4,200,29.070068
1.8,200,29.099372
29.8,200,29.127358
32.5,200,29.155551
21.7,200,29.185018
46.7,200,29.212356
43.8,200,29.470132
42.8,200,29.499321
34.3,200,29.527557
44.6,200,29.555453
47.9,200,29.583416
54.5,200,29.612093
25.5,200,29.640347
50.5,200,29.667785
46.6,200,29.696731
24.9,200,29.725426
16.8,200,29.978567
32.3,200,30.007887
35.5,200,30.035861
34.0,200,30.063736
45.9,200,30.091346
29.6,200,30.120712
48.9,200,30.14944
27.7,200,30.179374
47.0,200,30.208974
41.6,200,30.237872
36.9,200,30.50262
57.9,200,30.534866
22.4,200,30.564579
55.9,200,30.593071
56.2,200,30.621879
47.6,200,30.651312
57.4,200,30.679471
57.5,200,30.707592
35.3,200,30.737873
49.6,200,30.7663
46.2,200,30.796823
52.8,200,31.072302
37.2,200,31.105766
56.2,200,31.136644
58.3,200,31.167832
41.9,200,31.196534
58.2,200,31.224404
13.1,200,31.253577
51.1,200,31.282488
1.7,200,31.310886
50.2,200,31.338671
30.3,200,31.592733
50.0,200,31.620728
22.8,200,31.649342
1.1,200,31.679126
50.4,200,31.706165
40.7,200,31.73393
57.9,200,31.761066
22.6,200,31.79029
19.5,200,31.819706
50.7,200,31.847375
27.7,200,32.119126
59.4,200,32.14746
58.1,200,32.174283
59.4,200,32.202047
48.1,200,32.229042
20.9,200,32.25669
41.5,200,32.28375
25.8,200,32.312857
36.9,200,32.340847
6.2,200,32.36956
57.7,200,32.621388
34.4,200,32.651057
33.4,200,32.679702
54.2,200,32.709376
26.5,200,32.75886
49.8,200,32.786746
36.7,200,32.814478
48.9,200,32.843487
56.1,200,32.870136
41.3,200,32.898152
42.3,200,32.926513
54.9,200,33.176781
56.3,200,33.203987
58.7,200,33.230893
47.3,200,33.259294
24.0,200,33.287078
44.7,200,33.315813
58.1,200,33.343535
51.3,200,33.371932
57.7,200,33.399221
53.6,200,33.426616
30.7,200,33.674229
25.7,200,33.70294
45.9,200,33.730738
27.5,200,33.758972
55.5,200,33.787248
38.2,200,33.815015
17.0,200,33.843937
27.2,200,33.872528
43.0,200,33.90199
55.9,200,33.93062
50.2,200,34.179756
53.5,200,34.208215
29.7,200,34.23639
44.9,200,34.264538
52.4,200,34.292575
27.9,200,34.321059
57.5,200,34.347694
27.5,200,34.375082
31.5,200,34.402681
26.9,200,34.431806
43.5,200,34.681383
36.3,200,34.709695
56.0,200,34.738337
24.5,200,34.770357
58.4,200,34.797969
49.9,200,34.825354
54.0,200,34.854053
50.4,200,34.881586
50.5,200,34.908995
49.4,200,34.937486
37.0,200,34.965407
51.5,200,35.216888
47.8,200,35.244852
56.0,200,35.273698
56.0,200,35.301358
50.0,200,35.329219
18.2,200,35.358436
35.9,200,35.386204
53.9,200,35.413542
27.4,200,35.442197
36.5,200,35.471306
52.0,200,35.743096
55.5,200,35.770741
26.9,200,35.800429
16.8,200,35.828997
39.0,200,35.857334
52.5,200,35.885743
55.2,200,35.91585
35.5,200,35.94414
29.5,200,35.971645
42.3,200,36.001133
47.4,200,36.252906
57.6,200,36.280125
49.3,200,36.309152
22.0,200,36.338062
29.2,200,36.366516
36.7,200,36.39552
47.3,200,36.424273
47.3,200,36.452415
51.9,200,36.480124
24.4,200,36.507925
38.5,200,36.761603
48.5,200,36.790606
55.9,200,36.819174
58.1,200,36.849339
53.0,200,36.878114
28.1,200,36.9074
8.0,200,36.938453
59.4,200,36.966333
30.4,200,36.99666
59.4,200,37.024177
31.1,200,37.05418
32.5,200,37.312454
26.4,200,37.342286
52.0,200,37.371972
39.0,200,37.400987
35.5,200,37.430631
42.2,200,37.460372
30.0,200,37.48879
28.5,200,37.517993
58.9,200,37.545482
45.9,200,37.574816
28.4,200,37.830805
53.4,200,37.858585
51.0,200,37.88727
49.9,200,37.915129
29.8,200,37.943596
43.9,200,37.972167
38.9,200,38.001803
54.5,200,38.029586
39.4,200,38.056987
24.5,200,38.086217
25.9,200,38.337949
48.4,200,38.365616
37.9,200,38.394374
52.4,200,38.422538
33.9,200,38.450486
32.4,200,38.478051
59.0,200,38.506333
53.4,200,38.534295
48.5,200,38.5624
12.0,200,38.591069
32.5,200,38.844121
24.0,200,38.872764
29.0,200,38.901617
54.3,200,38.930557
20.9,200,38.959313
45.5,200,38.987046
35.5,200,39.014902
42.5,200,39.044098
58.5,200,39.070691
51.4,200,39.097702
32.4,200,39.126916
43.0,200,39.37815
38.4,200,39.406615
50.0,200,39.435516
55.5,200,39.462981
38.9,200,39.490811
56.0,200,39.518182
38.5,200,39.546859
29.0,200,39.574885
46.4,200,39.60255
25.5,200,39.63054
47.9,200,39.882098
28.4,200,39.910899
58.4,200,39.93856
44.5,200,39.96709
45.4,200,39.995922
54.0,200,40.023467
6.8,200,40.052048
31.9,200,40.081629
55.5,200,40.109058
52.9,200,40.136596
57.0,200,40.412675
57.0,200,40.440456
27.5,200,40.469
40.0,200,40.498035
54.5,200,40.525676
54.0,200,40.553059
37.0,200,40.581411
58.9,200,40.609349
26.0,200,40.638047
24.8,200,40.666112
59.5,200,40.917212
29.5,200,40.946398
42.0,200,40.974434
51.4,200,41.002572
57.5,200,41.031017
58.4,200,41.058651
48.5,200,41.08695
55.5,200,41.114707
29.5,200,41.143809
31.5,200,41.171816
44.5,200,41.423125
39.0,200,41.452581
56.5,200,41.480538
30.8,200,41.508838
26.5,200,41.537108
45.0,200,41.5659
33.3,200,41.593891
30.0,200,41.622323
30.5,200,41.65119
2.0,200,41.680491
52.9,200,41.70791
28.0,200,41.958821
28.9,200,41.988471
23.5,200,42.016788
59.5,200,42.044048
29.0,200,42.073144
40.0,200,42.101489
15.4,200,42.13037
54.5,200,42.158377
31.0,200,42.187719
38.5,200,42.215675
54.4,200,42.467021
58.4,200,42.495296
25.1,200,42.524071
26.9,200,42.553045
24.0,200,42.582203
55.9,200,42.611089
1.8,200,42.639696
49.5,200,42.667535
29.5,200,42.695226
26.4,200,42.724671
52.5,200,42.974981
12.4,200,43.003804
59.4,200,43.032346
59.3,200,43.059572
40.0,200,43.087728
24.9,200,43.115487
51.5,200,43.144431
27.4,200,43.173547
54.9,200,43.201124
29.0,200,43.229034
47.0,200,43.480691
51.9,200,43.507938
59.0,200,43.535785
31.5,200,43.565229
35.5,200,43.593417
51.3,200,43.621157
39.1,200,43.649366
51.5,200,43.678021
9.9,200,43.707305
47.5,200,43.735108
58.0,200,43.762922
47.0,200,44.016153
35.2,200,44.045197
52.5,200,44.073795
25.7,200,44.102914
0.9,200,44.131682
38.8,200,44.160229
23.2,200,44.189604
23.3,200,44.218453
39.0,200,44.246376
35.4,200,44.274451
47.5,200,44.525207
44.4,200,44.553425
15.2,200,44.582224
55.0,200,44.611112
27.4,200,44.639585
19.9,200,44.668171
30.5,200,44.696324
45.5,200,44.725395
25.0,200,44.75356
57.5,200,44.78084
44.4,200,45.031677
57.0,200,45.059815
32.5,200,45.088072
52.0,200,45.115773
29.9,200,45.145695
58.5,200,45.173291
34.4,200,45.20169
54.5,200,45.229427
40.4,200,45.258088
15.4,200,45.286937
49.0,200,45.537117
54.5,200,45.56582
32.2,200,45.594204
57.5,200,45.621853
52.4,200,45.649203
27.0,200,45.678168
52.4,200,45.705233
31.5,200,45.732854
55.5,200,45.759763
11.9,200,45.789697
17.9,200,45.818314
19.1,200,46.069477
32.0,200,46.099346
38.0,200,46.127966
40.9,200,46.15534
42.0,200,46.183935
53.5,200,46.211623
30.0,200,46.240078
39.0,200,46.267958
49.5,200,46.296295
57.0,200,46.323983
49.5,200,46.574871
56.0,200,46.603195
27.5,200,46.632001
43.5,200,46.659769
58.5,200,46.686998
57.5,200,46.715879
3.0,200,46.745353
39.0,200,46.773966
54.3,200,46.802092
24.0,200,46.831506
28.0,200,47.082247
50.5,200,47.110273
36.0,200,47.139741
43.5,200,47.168148
56.5,200,47.195486
53.5,200,47.223391
35.0,200,47.253041
23.5,200,47.281783
29.0,200,47.310867
24.5,200,47.339607
55.9,200,47.590803
58.0,200,47.618296
41.0,200,47.647314
56.0,200,47.675265
55.5,200,47.702888
57.0,200,47.730311
43.0,200,47.758967
27.5,200,47.787413
49.5,200,47.816088
56.5,200,47.843681
29.0,200,47.873782
54.4,200,48.124025
4.0,200,48.152812
26.4,200,48.182607
58.5,200,48.2099
38.5,200,48.238028
22.0,200,48.266421
35.0,200,48.295068
54.5,200,48.323025
59.0,200,48.35009
54.0,200,48.377237
50.0,200,48.628169
53.5,200,48.655933
47.9,200,48.684068
57.0,200,48.712783
58.5,200,48.740272
50.0,200,48.76809
38.0,200,48.796402
56.0,200,48.825183
25.0,200,48.853278
33.5,200,48.881811
10.9,200,49.135616
55.5,200,49.163266
23.5,200,49.191677
57.5,200,49.220497
21.0,200,49.249193
12.0,200,49.278318
28.5,200,49.306835
54.5,200,49.335568
35.0,200,49.363788
29.9,200,49.391326
49.0,200,49.64158
27.3,200,49.670689
59.5,200,49.698091
56.5,200,49.725515
51.0,200,49.75462
25.0,200,49.783945
15.5,200,49.81391
27.0,200,49.842436
56.0,200,49.871005
37.0,200,49.899209
47.0,200,49.927136
34.0,200,50.179907
24.5,200,50.208076
30.5,200,50.236361
30.0,200,50.264761
27.5,200,50.294205
58.5,200,50.321199
58.9,200,50.348254
29.5,200,50.377149
8.0,200,50.406251
56.9,200,50.4335
58.5,200,50.683842
44.5,200,50.713929
43.5,200,50.741746
39.5,200,50.769694
53.5,200,50.798033
29.0,200,50.826494
23.0,200,50.855001
41.5,200,50.883455
28.5,200,50.912666
36.0,200,50.940489
