#{"t_start": 1762470039.9470809, "env_id": "None"}
r,l,t
48.6,200,11.767183
52.4,200,11.795803
47.8,200,11.823028
52.8,200,11.849908
47.2,200,11.876689
14.4,200,11.904443
33.0,200,12.154494
35.3,200,12.182027
40.5,200,12.209832
-3.3,200,12.238174
28.6,200,12.26621
30.3,200,12.293472
36.1,200,12.320998
50.6,200,12.348118
17.1,200,12.376099
28.5,200,12.404697
41.1,200,12.657172
43.6,200,12.684354
14.4,200,12.711794
39.8,200,12.739521
33.1,200,12.767633
49.5,200,12.794892
46.3,200,12.822455
40.4,200,12.850005
30.6,200,12.878219
24.1,200,12.905572
50.9,200,13.1538
49.7,200,13.181041
32.9,200,13.209182
36.2,200,13.236848
49.4,200,13.263876
26.1,200,13.29175
33.5,200,13.318922
40.7,200,13.355608
48.0,200,13.403881
51.1,200,13.442642
37.7,200,13.478827
43.2,200,13.740097
36.8,200,13.767709
23.1,200,13.795989
23.7,200,13.824359
31.1,200,13.853452
33.9,200,13.881601
25.5,200,13.909807
49.0,200,13.936969
33.8,200,13.963948
51.6,200,13.991216
22.0,200,14.250093
50.3,200,14.276734
46.2,200,14.304109
54.3,200,14.331616
50.8,200,14.358563
38.3,200,14.385708
42.3,200,14.412903
30.9,200,14.44012
37.4,200,14.466992
27.3,200,14.494611
46.6,200,14.746781
21.0,200,14.775382
53.1,200,14.802772
51.7,200,14.830108
29.3,200,14.858631
-0.8,200,14.887237
53.2,200,14.914338
18.2,200,14.941981
36.7,200,14.970012
51.8,200,14.996973
14.6,200,15.275435
33.5,200,15.304954
46.0,200,15.332862
39.4,200,15.36113
51.9,200,15.389108
36.9,200,15.417485
28.0,200,15.445769
40.0,200,15.473393
25.5,200,15.505126
45.7,200,15.552116
44.3,200,15.812534
43.7,200,15.840168
32.8,200,15.867827
40.7,200,15.895956
22.9,200,15.925245
-5.4,200,15.953772
38.1,200,15.981549
40.9,200,16.009061
-7.2,200,16.039798
30.0,200,16.06789
16.8,200,16.095291
33.1,200,16.358257
0.3,200,16.418446
51.8,200,16.445856
43.5,200,16.473449
33.2,200,16.501533
23.6,200,16.52964
20.1,200,16.558922
45.8,200,16.587221
47.5,200,16.615131
48.3,200,16.643285
27.2,200,16.905415
52.1,200,16.933076
52.4,200,16.960451
52.3,200,16.987784
52.0,200,17.015388
54.0,200,17.043353
38.3,200,17.071639
38.3,200,17.099028
35.3,200,17.126477
45.8,200,17.154622
39.3,200,17.420791
51.6,200,17.447906
45.9,200,17.475674
15.1,200,17.523277
31.5,200,17.555249
34.2,200,17.583086
21.7,200,17.611276
27.9,200,17.638892
51.7,200,17.665936
48.9,200,17.69329
52.5,200,17.942066
18.1,200,17.970202
34.9,200,17.998071
41.9,200,18.024685
24.3,200,18.052575
18.4,200,18.08043
49.7,200,18.107912
38.5,200,18.135986
53.1,200,18.163699
24.7,200,18.191668
44.4,200,18.219276
46.9,200,18.468096
51.4,200,18.494775
47.9,200,18.521591
42.4,200,18.548306
25.8,200,18.576115
46.2,200,18.603617
19.0,200,18.631634
48.7,200,18.658896
35.1,200,18.68689
21.6,200,18.715647
24.3,200,18.965787
45.3,200,18.993637
50.2,200,19.020253
23.2,200,19.047973
45.2,200,19.075031
19.0,200,19.103388
48.2,200,19.1308
48.8,200,19.158389
43.6,200,19.186332
17.6,200,19.215601
43.1,200,19.467126
52.8,200,19.493786
43.2,200,19.520757
19.4,200,19.548628
49.5,200,19.575784
24.9,200,19.603022
42.9,200,19.630521
45.4,200,19.658218
31.0,200,19.686436
48.8,200,19.714796
50.2,200,19.974093
51.2,200,20.001164
43.6,200,20.028997
25.1,200,20.056997
44.2,200,20.084496
47.7,200,20.111746
24.4,200,20.139411
19.6,200,20.167207
41.1,200,20.19467
-1.4,200,20.222929
47.7,200,20.249729
54.7,200,20.509722
23.4,200,20.537605
43.4,200,20.565082
38.3,200,20.593083
52.8,200,20.620242
37.4,200,20.647665
46.6,200,20.674886
47.4,200,20.701903
49.7,200,20.728627
51.3,200,20.755273
52.4,200,21.006125
50.6,200,21.033131
22.1,200,21.061206
40.7,200,21.088367
48.7,200,21.115633
21.7,200,21.143448
43.8,200,21.170224
42.2,200,21.197858
18.8,200,21.224973
37.3,200,21.25175
48.2,200,21.501562
50.5,200,21.528509
23.6,200,21.556763
16.9,200,21.584575
47.2,200,21.611879
52.4,200,21.63898
25.5,200,21.667063
38.0,200,21.6942
16.0,200,21.722174
48.3,200,21.749449
41.4,200,22.000302
30.7,200,22.029168
31.7,200,22.057091
30.1,200,22.084572
24.1,200,22.112671
50.9,200,22.139955
28.0,200,22.167594
26.9,200,22.195122
48.2,200,22.22193
40.7,200,22.249651
14.9,200,22.277489
46.5,200,22.525889
28.4,200,22.55414
49.6,200,22.581034
43.0,200,22.608333
48.9,200,22.635228
25.1,200,22.662696
25.3,200,22.690104
41.8,200,22.716858
34.4,200,22.744268
44.2,200,22.77157
28.5,200,23.018262
31.9,200,23.045484
38.5,200,23.073011
45.5,200,23.099613
37.9,200,23.126744
43.5,200,23.153653
43.6,200,23.181174
50.6,200,23.208084
40.1,200,23.235336
34.8,200,23.262505
23.0,200,23.509827
27.3,200,23.53826
30.8,200,23.565871
29.8,200,23.594199
19.1,200,23.621224
34.7,200,23.647994
44.5,200,23.674646
40.1,200,23.702034
43.2,200,23.728968
22.5,200,23.756295
47.0,200,24.002221
16.5,200,24.061032
39.7,200,24.088582
50.2,200,24.115633
46.8,200,24.14292
28.6,200,24.170069
17.7,200,24.197693
50.9,200,24.224693
18.0,200,24.252376
14.7,200,24.279796
49.2,200,24.30653
15.4,200,24.553849
8.3,200,24.582194
49.0,200,24.609117
38.2,200,24.63672
40.8,200,24.664331
19.0,200,24.692195
51.8,200,24.719382
32.4,200,24.74721
34.1,200,24.774149
30.9,200,24.801418
31.7,200,25.046011
47.6,200,25.072814
26.5,200,25.100502
49.4,200,25.127486
49.9,200,25.154073
34.8,200,25.18134
50.3,200,25.208065
42.6,200,25.234717
8.0,200,25.26293
41.0,200,25.290196
13.6,200,25.540526
48.6,200,25.568172
41.1,200,25.596775
21.8,200,25.624979
38.6,200,25.65219
31.0,200,25.680159
51.2,200,25.707068
40.0,200,25.734417
48.1,200,25.761459
39.2,200,25.789254
-8.4,200,26.06673
48.8,200,26.094296
45.8,200,26.121931
35.7,200,26.149526
36.1,200,26.177189
24.5,200,26.2052
29.5,200,26.233534
43.1,200,26.261419
24.7,200,26.289307
40.9,200,26.317044
32.9,200,26.345787
49.2,200,26.594148
46.6,200,26.621748
33.3,200,26.649664
51.8,200,26.676988
27.9,200,26.705216
40.4,200,26.732923
43.8,200,26.760079
47.3,200,26.787751
37.7,200,26.815088
15.5,200,26.843016
20.2,200,27.094986
19.0,200,27.123035
39.6,200,27.151044
44.7,200,27.178849
18.9,200,27.206708
34.0,200,27.233968
42.5,200,27.261799
25.0,200,27.29005
46.2,200,27.317113
52.9,200,27.34431
26.7,200,27.591748
18.4,200,27.620329
1.4,200,27.648707
10.4,200,27.676935
37.5,200,27.704337
15.7,200,27.732478
35.0,200,27.760132
-1.2,200,27.788486
18.9,200,27.815783
38.1,200,27.843133
28.5,200,28.090347
46.3,200,28.117529
25.3,200,28.145729
37.3,200,28.173387
19.7,200,28.20171
51.0,200,28.228353
30.4,200,28.256077
32.2,200,28.283571
46.4,200,28.310311
43.0,200,28.337076
25.5,200,28.587682
13.9,200,28.616135
47.1,200,28.643928
57.8,200,28.671348
29.9,200,28.699314
27.0,200,28.72742
25.0,200,28.755634
18.4,200,28.784272
32.0,200,28.814269
23.5,200,28.842014
54.3,200,28.868721
51.1,200,29.116555
19.9,200,29.145731
50.5,200,29.172506
42.2,200,29.19977
37.4,200,29.227579
1.8,200,29.256254
29.8,200,29.28347
32.5,200,29.310897
21.7,200,29.339115
46.7,200,29.366037
43.8,200,29.612384
42.8,200,29.640368
34.3,200,29.668066
44.6,200,29.695375
47.9,200,29.722752
54.5,200,29.74991
25.5,200,29.777973
50.5,200,29.805202
46.6,200,29.8332
24.9,200,29.861489
16.8,200,30.107757
32.3,200,30.135582
35.5,200,30.163629
34.0,200,30.191514
45.9,200,30.219328
29.6,200,30.246516
48.9,200,30.273346
27.7,200,30.301592
47.0,200,30.328861
41.6,200,30.356151
36.9,200,30.602302
57.9,200,30.629679
22.4,200,30.658135
55.9,200,30.685752
56.2,200,30.712682
47.6,200,30.739621
57.4,200,30.766239
57.5,200,30.792997
35.3,200,30.821193
49.6,200,30.848057
46.2,200,30.874977
52.8,200,31.120241
37.2,200,31.148008
56.2,200,31.174899
58.3,200,31.202059
41.9,200,31.229644
58.2,200,31.256776
13.1,200,31.285465
51.1,200,31.312673
1.7,200,31.340833
50.2,200,31.36832
30.3,200,31.614883
50.0,200,31.642787
22.8,200,31.67087
1.1,200,31.699261
50.4,200,31.72654
40.7,200,31.753811
57.9,200,31.780357
22.6,200,31.808022
19.5,200,31.836684
50.7,200,31.863656
27.7,200,32.110942
59.4,200,32.137999
58.1,200,32.165148
59.4,200,32.1921
48.1,200,32.219807
20.9,200,32.247921
41.5,200,32.275281
25.8,200,32.303102
36.9,200,32.330577
6.2,200,32.358912
57.7,200,32.605842
34.4,200,32.633702
33.4,200,32.661355
54.2,200,32.688812
26.5,200,32.71693
49.8,200,32.744132
36.7,200,32.771644
48.9,200,32.799061
56.1,200,32.826307
41.3,200,32.853636
42.3,200,32.881518
54.9,200,33.128281
56.3,200,33.155778
58.7,200,33.183075
47.3,200,33.210618
24.0,200,33.237974
44.7,200,33.265248
58.1,200,33.291863
51.3,200,33.319482
57.7,200,33.346476
53.6,200,33.373474
30.7,200,33.620339
25.7,200,33.648565
45.9,200,33.675937
27.5,200,33.703916
55.5,200,33.731088
38.2,200,33.758511
17.0,200,33.786682
27.2,200,33.81494
43.0,200,33.843096
55.9,200,33.870513
50.2,200,34.117241
53.5,200,34.144915
29.7,200,34.172407
44.9,200,34.2
52.4,200,34.227459
27.9,200,34.255072
57.5,200,34.282004
27.5,200,34.309743
31.5,200,34.338018
26.9,200,34.365781
43.5,200,34.612448
36.3,200,34.640449
56.0,200,34.668096
24.5,200,34.695745
58.4,200,34.723112
49.9,200,34.750259
54.0,200,34.777494
50.4,200,34.804788
50.5,200,34.832245
49.4,200,34.859893
37.0,200,34.887817
51.5,200,35.134779
47.8,200,35.162696
56.0,200,35.19032
56.0,200,35.217624
50.0,200,35.245176
18.2,200,35.273169
35.9,200,35.300992
53.9,200,35.328592
27.4,200,35.357088
36.5,200,35.385397
52.0,200,35.633429
55.5,200,35.660764
26.9,200,35.688788
16.8,200,35.71744
39.0,200,35.745633
52.5,200,35.773145
55.2,200,35.800813
35.5,200,35.828541
29.5,200,35.856132
42.3,200,35.883787
47.4,200,36.130805
57.6,200,36.157974
49.3,200,36.185823
22.0,200,36.214014
29.2,200,36.242768
36.7,200,36.271209
47.3,200,36.298452
47.3,200,36.326223
51.9,200,36.353586
24.4,200,36.381319
38.5,200,36.627713
48.5,200,36.655403
55.9,200,36.683221
58.1,200,36.710534
53.0,200,36.738393
28.1,200,36.766949
8.0,200,36.796163
59.4,200,36.823146
30.4,200,36.850797
59.4,200,36.877778
31.1,200,36.906375
32.5,200,37.152183
26.4,200,37.180277
52.0,200,37.207944
39.0,200,37.235763
35.5,200,37.265026
42.2,200,37.292918
30.0,200,37.320604
28.5,200,37.349511
58.9,200,37.376607
45.9,200,37.404263
28.4,200,37.650154
53.4,200,37.677223
51.0,200,37.704474
49.9,200,37.73218
29.8,200,37.760182
43.9,200,37.788598
38.9,200,37.816448
54.5,200,37.843886
39.4,200,37.871215
24.5,200,37.898969
25.9,200,38.146231
48.4,200,38.174104
37.9,200,38.201765
52.4,200,38.229633
33.9,200,38.258105
32.4,200,38.285989
59.0,200,38.312937
53.4,200,38.340333
48.5,200,38.368312
12.0,200,38.396648
32.5,200,38.64277
24.0,200,38.670904
29.0,200,38.698682
54.3,200,38.725629
20.9,200,38.753771
45.5,200,38.781094
35.5,200,38.8086
42.5,200,38.836321
58.5,200,38.863298
51.4,200,38.890626
32.4,200,38.918695
43.0,200,39.16537
38.4,200,39.193468
50.0,200,39.221179
55.5,200,39.248585
38.9,200,39.276492
56.0,200,39.303854
38.5,200,39.331628
29.0,200,39.359335
46.4,200,39.386985
25.5,200,39.41426
47.9,200,39.660485
28.4,200,39.688945
58.4,200,39.71602
44.5,200,39.743266
45.4,200,39.771192
54.0,200,39.798167
6.8,200,39.826559
31.9,200,39.854306
55.5,200,39.881583
52.9,200,39.908747
57.0,200,40.154804
57.0,200,40.181745
27.5,200,40.209512
40.0,200,40.238095
54.5,200,40.266035
54.0,200,40.293547
37.0,200,40.322015
58.9,200,40.349493
26.0,200,40.378609
24.8,200,40.407038
59.5,200,40.651922
29.5,200,40.680242
42.0,200,40.707587
51.4,200,40.735087
57.5,200,40.762477
58.4,200,40.789108
48.5,200,40.816144
55.5,200,40.843517
29.5,200,40.870817
31.5,200,40.898488
44.5,200,41.144089
39.0,200,41.171587
56.5,200,41.198836
30.8,200,41.226438
26.5,200,41.254147
45.0,200,41.281536
33.3,200,41.309366
30.0,200,41.337043
30.5,200,41.364811
2.0,200,41.393408
52.9,200,41.420849
28.0,200,41.667096
28.9,200,41.695765
23.5,200,41.724338
59.5,200,41.751939
29.0,200,41.780642
40.0,200,41.808886
15.4,200,41.837465
54.5,200,41.865617
31.0,200,41.894195
38.5,200,41.921764
54.4,200,42.168291
58.4,200,42.19547
25.1,200,42.223615
26.9,200,42.252127
24.0,200,42.281
55.9,200,42.308019
1.8,200,42.336606
49.5,200,42.364094
29.5,200,42.391461
26.4,200,42.419722
52.5,200,42.664484
12.4,200,42.692523
59.4,200,42.719207
59.3,200,42.746222
40.0,200,42.774131
24.9,200,42.801589
51.5,200,42.829358
27.4,200,42.857574
54.9,200,42.884603
29.0,200,42.912137
47.0,200,43.15903
51.9,200,43.186316
59.0,200,43.213721
31.5,200,43.24232
35.5,200,43.27035
51.3,200,43.298256
39.1,200,43.326414
51.5,200,43.354176
9.9,200,43.38307
47.5,200,43.410337
58.0,200,43.437173
47.0,200,43.683956
35.2,200,43.712404
52.5,200,43.739438
25.7,200,43.76798
0.9,200,43.796886
38.8,200,43.825333
23.2,200,43.853603
23.3,200,43.882716
39.0,200,43.911113
35.4,200,43.939432
47.5,200,44.188104
44.4,200,44.216431
15.2,200,44.244796
55.0,200,44.271806
27.4,200,44.300267
19.9,200,44.328541
30.5,200,44.356432
45.5,200,44.384639
25.0,200,44.412555
57.5,200,44.439936
44.4,200,44.687108
57.0,200,44.714747
32.5,200,44.742744
52.0,200,44.770518
29.9,200,44.798948
58.5,200,44.826442
34.4,200,44.854648
54.5,200,44.882321
40.4,200,44.909931
15.4,200,44.938397
49.0,200,45.184543
54.5,200,45.212346
32.2,200,45.240399
57.5,200,45.267404
52.4,200,45.294763
27.0,200,45.322376
52.4,200,45.349718
31.5,200,45.377267
55.5,200,45.404499
11.9,200,45.433235
17.9,200,45.46184
19.1,200,45.707537
32.0,200,45.735526
38.0,200,45.76361
40.9,200,45.791467
42.0,200,45.818982
53.5,200,45.846161
30.0,200,45.874237
39.0,200,45.902061
49.5,200,45.929372
57.0,200,45.956549
49.5,200,46.202196
56.0,200,46.229815
27.5,200,46.258071
43.5,200,46.285805
58.5,200,46.312909
57.5,200,46.340468
3.0,200,46.36936
39.0,200,46.397338
54.3,200,46.424714
24.0,200,46.452578
28.0,200,46.698669
50.5,200,46.726145
36.0,200,46.754232
43.5,200,46.782394
56.5,200,46.809465
53.5,200,46.836817
35.0,200,46.864852
23.5,200,46.892962
29.0,200,46.921807
24.5,200,46.949075
55.9,200,47.19438
58.0,200,47.22161
41.0,200,47.249404
56.0,200,47.276481
55.5,200,47.303829
57.0,200,47.331241
43.0,200,47.359003
27.5,200,47.38716
49.5,200,47.415974
56.5,200,47.443548
29.0,200,47.472194
54.4,200,47.717679
4.0,200,47.746767
26.4,200,47.775032
58.5,200,47.801986
38.5,200,47.829498
22.0,200,47.857613
35.0,200,47.88489
54.5,200,47.912769
59.0,200,47.939802
54.0,200,47.967096
50.0,200,48.21295
53.5,200,48.239959
47.9,200,48.267492
57.0,200,48.294859
58.5,200,48.3222
50.0,200,48.349657
38.0,200,48.377754
56.0,200,48.405063
25.0,200,48.433001
33.5,200,48.461209
10.9,200,48.709384
55.5,200,48.736845
23.5,200,48.765226
57.5,200,48.792912
21.0,200,48.821125
12.0,200,48.849431
28.5,200,48.877229
54.5,200,48.904637
35.0,200,48.932754
29.9,200,48.96037
49.0,200,49.206075
27.3,200,49.234384
59.5,200,49.261372
56.5,200,49.288507
51.0,200,49.316336
25.0,200,49.344894
15.5,200,49.374017
27.0,200,49.401848
56.0,200,49.429019
37.0,200,49.4565
47.0,200,49.483963
34.0,200,49.731566
24.5,200,49.759096
30.5,200,49.786531
30.0,200,49.814587
27.5,200,49.842686
58.5,200,49.869365
58.9,200,49.89622
29.5,200,49.924116
8.0,200,49.953136
56.9,200,49.980249
58.5,200,50.22636
44.5,200,50.254545
43.5,200,50.282084
39.5,200,50.309915
53.5,200,50.337655
29.0,200,50.365896
23.0,200,50.394253
41.5,200,50.422321
28.5,200,50.450112
36.0,200,50.477551
