#{"t_start": 1762470303.079807, "env_id": "None"}
r,l,t
4.9,200,9.459317
17.9,200,9.502846
54.3,200,9.543614
23.4,200,9.587608
38.9,200,9.631158
58.2,200,9.672443
18.4,200,9.715242
28.5,200,9.757217
21.3,200,9.802683
10.8,200,9.845657
41.7,200,9.888762
50.8,200,9.931643
27.3,200,9.974999
24.9,200,10.017628
55.7,200,10.059151
45.9,200,10.100438
57.3,200,10.143662
5.8,200,10.185822
45.0,200,10.228642
26.9,200,10.271209
10.8,200,10.314259
9.1,200,10.357782
54.4,200,10.398699
20.8,200,10.442086
36.5,200,10.485947
58.5,200,10.527683
53.4,200,10.569445
8.9,200,10.611946
25.3,200,10.656982
6.6,200,10.698748
42.0,200,10.742316
29.5,200,10.784865
24.5,200,10.829508
32.8,200,10.87272
36.9,200,10.917498
19.0,200,10.962217
42.0,200,11.006881
33.4,200,11.049206
58.0,200,11.091396
55.2,200,11.132564
18.5,200,11.178286
14.4,200,11.220288
36.1,200,11.261621
4.9,200,11.304741
11.4,200,11.348708
7.8,200,11.392562
34.4,200,11.435164
11.9,200,11.478991
11.9,200,11.523039
22.8,200,11.564705
36.3,200,11.608075
17.9,200,11.652078
55.5,200,11.695426
50.9,200,11.7377
1.8,200,11.779877
25.5,200,11.849008
29.3,200,11.898191
26.7,200,11.946022
28.2,200,11.991518
46.0,200,12.038004
20.8,200,12.084575
46.5,200,12.127949
10.2,200,12.171233
33.8,200,12.214825
35.0,200,12.258075
27.9,200,12.299385
59.2,200,12.340767
32.3,200,12.382226
38.5,200,12.426542
38.9,200,12.467707
53.9,200,12.508975
15.0,200,12.5539
18.8,200,12.597736
26.9,200,12.641392
38.4,200,12.683424
31.0,200,12.726818
56.9,200,12.770051
41.5,200,12.810961
16.0,200,12.855209
13.0,200,12.899078
15.7,200,12.94413
52.4,200,12.985588
8.6,200,13.027619
15.0,200,13.071913
40.0,200,13.115077
26.0,200,13.158271
57.8,200,13.20193
30.4,200,13.2445
54.9,200,13.288613
18.9,200,13.332043
25.9,200,13.376073
20.9,200,13.420064
33.6,200,13.463275
45.8,200,13.5063
37.0,200,13.548897
14.0,200,13.593174
7.9,200,13.636943
32.8,200,13.680149
15.0,200,13.723479
49.3,200,13.76507
43.6,200,13.808104
26.2,200,13.850584
14.3,200,13.893459
27.5,200,13.936096
21.0,200,13.98111
17.3,200,14.024288
59.0,200,14.065148
24.9,200,14.108435
44.0,200,14.152002
26.3,200,14.195649
27.7,200,14.239632
10.7,200,14.28246
22.0,200,14.327956
51.3,200,14.36875
14.0,200,14.412566
20.7,200,14.455184
20.9,200,14.50179
24.1,200,14.545516
12.2,200,14.58932
17.8,200,14.633823
44.7,200,14.676919
51.4,200,14.71944
14.8,200,14.763963
30.8,200,14.807049
55.7,200,14.851466
14.9,200,14.894267
52.7,200,14.936727
12.4,200,14.980229
31.0,200,15.024056
36.7,200,15.06705
45.4,200,15.108768
29.0,200,15.154898
33.3,200,15.198601
17.9,200,15.241504
4.7,200,15.284016
35.9,200,15.326186
9.4,200,15.372227
17.8,200,15.414982
13.5,200,15.459278
30.1,200,15.501893
52.8,200,15.545064
31.4,200,15.589703
54.7,200,15.630921
57.4,200,15.673224
56.3,200,15.716625
12.4,200,15.759658
12.0,200,15.803961
48.5,200,15.845218
15.2,200,15.911406
52.6,200,15.963082
55.6,200,16.008239
42.4,200,16.05274
14.4,200,16.099432
31.0,200,16.143211
56.7,200,16.187698
56.8,200,16.231611
29.9,200,16.276464
30.0,200,16.321799
37.3,200,16.364553
13.0,200,16.410595
56.5,200,16.455052
58.3,200,16.498664
49.5,200,16.541999
8.8,200,16.586071
44.9,200,16.632292
40.6,200,16.67521
50.8,200,16.718413
17.0,200,16.764063
10.9,200,16.811134
7.9,200,16.855712
31.8,200,16.900234
59.0,200,16.946385
57.2,200,16.990144
37.9,200,17.034944
6.9,200,17.079
6.9,200,17.123287
40.7,200,17.16989
35.7,200,17.214369
48.0,200,17.258413
55.5,200,17.300701
19.2,200,17.345765
20.9,200,17.390395
55.9,200,17.431839
38.7,200,17.475723
57.8,200,17.51862
51.8,200,17.561899
13.0,200,17.605176
47.1,200,17.647024
0.8,200,17.692376
53.9,200,17.734726
30.8,200,17.778082
43.0,200,17.819864
50.0,200,17.87311
39.4,200,17.916418
45.1,200,17.958702
46.9,200,18.003338
33.8,200,18.047349
41.3,200,18.090537
50.2,200,18.133107
21.9,200,18.178766
19.9,200,18.226214
25.0,200,18.268982
30.0,200,18.312269
19.9,200,18.356742
51.5,200,18.400237
59.2,200,18.442006
20.8,200,18.484974
28.1,200,18.527698
53.4,200,18.570071
17.3,200,18.613227
8.9,200,18.656254
54.3,200,18.698049
53.3,200,18.742041
57.9,200,18.783835
23.2,200,18.828147
34.4,200,18.870453
31.0,200,18.91585
55.4,200,18.957533
6.8,200,18.999773
54.2,200,19.041966
36.8,200,19.085006
4.8,200,19.128489
18.7,200,19.171103
32.4,200,19.213958
45.1,200,19.258096
55.0,200,19.299539
57.9,200,19.341211
42.4,200,19.382584
3.9,200,19.426135
35.3,200,19.469066
28.5,200,19.511228
49.1,200,19.55428
43.3,200,19.599559
58.9,200,19.641868
26.9,200,19.68984
54.2,200,19.733748
29.4,200,19.780457
48.3,200,19.824527
14.8,200,19.871425
19.3,200,19.914222
18.0,200,19.960224
41.5,200,20.004172
16.0,200,20.04971
39.8,200,20.095369
12.5,200,20.140938
56.5,200,20.185009
48.1,200,20.228912
57.8,200,20.271076
41.0,200,20.316021
42.3,200,20.360092
56.4,200,20.404311
23.8,200,20.450485
34.1,200,20.498024
13.4,200,20.541962
5.9,200,20.586164
26.7,200,20.629627
12.9,200,20.675566
7.7,200,20.721111
31.3,200,20.765016
32.0,200,20.810595
28.0,200,20.856099
28.0,200,20.90206
55.0,200,20.945814
4.0,200,20.989296
16.0,200,21.03683
48.1,200,21.08046
7.5,200,21.125774
31.4,200,21.169226
13.0,200,21.216358
11.8,200,21.263204
50.0,200,21.307542
20.0,200,21.355762
4.9,200,21.40198
49.3,200,21.446249
50.0,200,21.489932
13.0,200,21.535643
55.7,200,21.580202
51.2,200,21.623877
38.4,200,21.669267
51.9,200,21.71277
15.0,200,21.788625
28.2,200,21.83357
38.6,200,21.878283
38.4,200,21.921675
36.7,200,21.967881
55.0,200,22.011427
57.7,200,22.056023
8.0,200,22.101146
57.3,200,22.145104
34.4,200,22.188717
45.4,200,22.231195
43.5,200,22.276066
49.4,200,22.321715
46.0,200,22.364339
51.7,200,22.408901
58.3,200,22.452077
55.6,200,22.497288
30.8,200,22.541254
24.9,200,22.588648
50.4,200,22.632013
26.9,200,22.677802
7.1,200,22.722723
59.5,200,22.764484
32.4,200,22.808777
27.3,200,22.853201
57.6,200,22.896061
14.6,200,22.940912
41.1,200,22.983548
25.0,200,23.031365
19.1,200,23.078243
37.0,200,23.122212
23.3,200,23.165624
57.2,200,23.212316
58.4,200,23.254199
23.2,200,23.297012
50.1,200,23.340336
6.0,200,23.384448
53.6,200,23.427437
52.0,200,23.469603
16.8,200,23.513229
57.4,200,23.556461
6.0,200,23.598959
53.3,200,23.641786
17.4,200,23.685026
24.6,200,23.728036
58.4,200,23.77082
5.8,200,23.813928
53.9,200,23.85626
5.0,200,23.900752
39.2,200,23.942639
53.4,200,23.985096
16.9,200,24.028958
36.9,200,24.072956
24.9,200,24.115144
29.7,200,24.158901
44.8,200,24.202478
31.1,200,24.246939
20.0,200,24.292399
28.9,200,24.334902
35.1,200,24.377996
54.4,200,24.420925
29.4,200,24.496283
32.7,200,24.538994
55.3,200,24.582775
25.7,200,24.628282
37.6,200,24.671126
48.1,200,24.714726
56.8,200,24.75666
29.9,200,24.802712
59.3,200,24.843938
28.3,200,24.885208
47.9,200,24.928111
27.2,200,24.972769
33.3,200,25.015086
58.3,200,25.056223
47.3,200,25.098237
35.0,200,25.142383
52.5,200,25.184461
46.4,200,25.226407
14.7,200,25.269721
38.9,200,25.312626
52.3,200,25.355525
25.2,200,25.397425
20.0,200,25.441095
24.4,200,25.485124
13.7,200,25.528608
56.5,200,25.570638
17.0,200,25.613307
55.6,200,25.657587
55.5,200,25.699031
42.6,200,25.742306
45.7,200,25.783945
13.7,200,25.82916
19.0,200,25.871868
58.2,200,25.913343
26.9,200,25.95732
34.5,200,25.999666
38.5,200,26.042375
18.8,200,26.087907
20.0,200,26.132314
33.1,200,26.177455
32.5,200,26.219548
44.8,200,26.26221
56.0,200,26.30361
45.4,200,26.346736
52.2,200,26.389078
5.8,200,26.431874
29.8,200,26.474751
58.2,200,26.517395
21.9,200,26.560001
56.3,200,26.602442
37.8,200,26.644857
34.0,200,26.690367
12.5,200,26.732584
44.5,200,26.774121
30.7,200,26.816388
21.3,200,26.860606
48.5,200,26.903196
25.3,200,26.944982
52.2,200,26.986169
32.1,200,27.030681
53.9,200,27.07213
53.1,200,27.114462
59.3,200,27.15575
21.7,200,27.1989
29.0,200,27.242335
33.9,200,27.285348
38.4,200,27.329973
37.0,200,27.374838
12.0,200,27.419613
15.5,200,27.462967
22.2,200,27.506409
40.8,200,27.550643
20.8,200,27.593561
33.8,200,27.636001
42.8,200,27.678183
37.4,200,27.721611
35.7,200,27.7649
13.8,200,27.808517
49.7,200,27.851687
52.0,200,27.894475
32.4,200,27.938505
5.0,200,27.982018
47.9,200,28.02418
47.4,200,28.069767
55.0,200,28.111483
56.8,200,28.153963
35.3,200,28.196419
47.8,200,28.239919
35.8,200,28.283175
22.0,200,28.325594
13.8,200,28.371115
28.0,200,28.415727
57.0,200,28.457293
24.0,200,28.500839
55.2,200,28.542188
48.7,200,28.587242
10.8,200,28.630133
13.3,200,28.674012
41.3,200,28.717354
7.6,200,28.76076
7.9,200,28.804966
41.8,200,28.846584
43.7,200,28.890217
38.0,200,28.934096
20.8,200,28.977226
19.8,200,29.023071
53.1,200,29.064611
49.4,200,29.108806
29.5,200,29.151007
45.5,200,29.193159
17.8,200,29.236928
28.0,200,29.281828
42.1,200,29.32516
34.2,200,29.368484
37.0,200,29.411227
6.4,200,29.45554
58.8,200,29.496676
58.2,200,29.539406
50.4,200,29.581561
46.4,200,29.626549
13.9,200,29.670603
57.6,200,29.711528
39.0,200,29.754335
11.5,200,29.798574
14.8,200,29.843724
28.5,200,29.886452
30.7,200,29.92767
13.7,200,29.972583
27.5,200,30.014173
45.5,200,30.058169
58.5,200,30.098896
59.5,200,30.141812
35.5,200,30.183942
2.7,200,30.225712
21.0,200,30.269492
19.7,200,30.313196
49.4,200,30.355404
39.7,200,30.398046
36.3,200,30.441168
40.9,200,30.486128
50.7,200,30.528032
21.0,200,30.571977
42.6,200,30.615168
49.7,200,30.658301
47.3,200,30.70205
53.1,200,30.743769
35.2,200,30.788335
45.9,200,30.832968
15.6,200,30.876593
58.1,200,30.918971
41.9,200,30.961793
44.5,200,31.006744
57.9,200,31.04822
46.5,200,31.090333
35.4,200,31.133248
22.3,200,31.178373
50.9,200,31.221671
8.9,200,31.264849
56.9,200,31.307039
21.9,200,31.350706
48.7,200,31.39274
52.8,200,31.435855
40.4,200,31.478965
36.6,200,31.524173
21.9,200,31.567359
25.0,200,31.612217
57.4,200,31.655514
21.8,200,31.701293
51.1,200,31.743305
52.2,200,31.785238
51.4,200,31.827721
54.0,200,31.871324
39.2,200,31.913914
46.8,200,31.956183
10.0,200,31.999827
34.5,200,32.044437
54.1,200,32.086584
46.3,200,32.129436
58.2,200,32.171942
20.9,200,32.217597
58.8,200,32.260091
40.0,200,32.302785
58.4,200,32.344548
31.4,200,32.390942
11.0,200,32.434121
28.3,200,32.477458
17.0,200,32.520927
32.6,200,32.56486
49.6,200,32.60773
36.3,200,32.651096
45.4,200,32.694931
46.4,200,32.73805
32.7,200,32.780817
39.9,200,32.824823
58.8,200,32.866095
11.0,200,32.912435
53.2,200,32.955062
47.9,200,32.997592
48.0,200,33.039433
30.5,200,33.083734
12.9,200,33.128551
23.0,200,33.172075
58.2,200,33.215944
25.8,200,33.261781
48.1,200,33.304396
18.4,200,33.348714
23.4,200,33.391176
25.3,200,33.437875
34.9,200,33.479782
57.9,200,33.520572
45.6,200,33.56354
36.3,200,33.607293
40.3,200,33.651026
28.0,200,33.693372
23.0,200,33.738102
50.4,200,33.781497
56.0,200,33.822699
23.0,200,33.891944
55.3,200,33.933449
46.2,200,33.978181
39.2,200,34.020667
24.5,200,34.063768
29.7,200,34.1091
40.0,200,34.154254
44.0,200,34.197058
24.5,200,34.239204
46.3,200,34.282152
20.4,200,34.326387
9.0,200,34.370644
54.4,200,34.412063
7.9,200,34.454553
54.8,200,34.498394
53.0,200,34.539651
45.7,200,34.582107
12.9,200,34.625833
11.0,200,34.671001
58.0,200,34.713559
37.7,200,34.756944
37.3,200,34.801275
34.1,200,34.845222
54.9,200,34.886682
13.8,200,34.930696
50.9,200,34.973422
19.0,200,35.020989
25.5,200,35.063047
34.2,200,35.10601
54.5,200,35.147389
38.2,200,35.193009
52.1,200,35.236177
19.0,200,35.280319
8.0,200,35.324565
18.9,200,35.370614
52.4,200,35.415038
25.2,200,35.458278
53.5,200,35.500145
23.2,200,35.545254
47.8,200,35.586873
28.3,200,35.630676
29.7,200,35.674332
49.9,200,35.716877
41.2,200,35.761239
51.1,200,35.803039
15.0,200,35.847959
11.7,200,35.89281
57.2,200,35.934033
59.2,200,35.97683
37.0,200,36.019252
58.6,200,36.062715
36.8,200,36.104254
55.7,200,36.145623
29.9,200,36.189849
21.9,200,36.234144
43.1,200,36.276652
36.8,200,36.319031
56.7,200,36.361367
54.0,200,36.404921
18.4,200,36.446306
50.3,200,36.488909
34.0,200,36.530815
22.8,200,36.576865
38.4,200,36.62083
36.4,200,36.662146
53.2,200,36.704442
23.2,200,36.748172
53.2,200,36.790792
22.3,200,36.832847
55.6,200,36.873861
51.8,200,36.917965
52.5,200,36.95947
54.0,200,37.002236
51.1,200,37.043543
52.3,200,37.086505
37.0,200,37.129557
57.0,200,37.170865
28.7,200,37.215286
50.6,200,37.258358
13.8,200,37.301312
56.1,200,37.34313
21.6,200,37.385625
32.5,200,37.431041
22.7,200,37.472543
45.9,200,37.516258
50.8,200,37.558634
8.9,200,37.603234
31.9,200,37.646793
53.9,200,37.688024
56.4,200,37.731376
23.9,200,37.775207
33.8,200,37.818404
55.3,200,37.860916
37.3,200,37.903819
53.9,200,37.947926
22.6,200,37.992573
32.5,200,38.035858
6.8,200,38.078794
53.1,200,38.120976
11.4,200,38.164724
58.5,200,38.207272
52.2,200,38.250822
55.1,200,38.293914
58.6,200,38.33469
42.2,200,38.377553
23.2,200,38.419454
58.8,200,38.463171
27.5,200,38.507101
24.6,200,38.549762
48.9,200,38.592274
35.3,200,38.636254
31.6,200,38.679087
44.0,200,38.720798
33.2,200,38.763259
58.3,200,38.806707
53.1,200,38.84809
43.7,200,38.8912
54.8,200,38.932333
26.9,200,38.9757
21.7,200,39.018366
44.3,200,39.060108
43.4,200,39.1042
36.0,200,39.149487
37.9,200,39.191929
18.4,200,39.235433
32.3,200,39.278201
26.5,200,39.323263
28.8,200,39.367964
30.8,200,39.411743
46.4,200,39.454633
47.0,200,39.497432
36.2,200,39.540585
45.7,200,39.582645
44.7,200,39.625649
51.0,200,39.668818
50.3,200,39.710898
38.6,200,39.754325
29.2,200,39.799756
29.5,200,39.845654
39.2,200,39.887959
9.5,200,39.93192
28.6,200,39.974397
56.7,200,40.017133
28.3,200,40.060138
51.8,200,40.10177
32.8,200,40.145163
52.9,200,40.188511
43.2,200,40.23076
53.1,200,40.273141
37.0,200,40.315993
51.2,200,40.360654
55.5,200,40.402258
37.3,200,40.444256
57.9,200,40.486463
34.1,200,40.529932
42.1,200,40.573841
32.4,200,40.61661
36.6,200,40.65879
25.0,200,40.702337
55.8,200,40.744361
15.5,200,40.789007
32.5,200,40.833617
54.2,200,40.877922
25.9,200,40.920548
56.9,200,40.962151
57.6,200,41.004232
55.0,200,41.046912
44.4,200,41.091337
47.0,200,41.133409
12.9,200,41.177042
52.8,200,41.22092
39.0,200,41.262588
29.7,200,41.305629
45.1,200,41.347647
28.0,200,41.392309
23.5,200,41.436138
57.3,200,41.477657
36.4,200,41.522057
48.1,200,41.566335
56.2,200,41.608997
31.8,200,41.65259
35.3,200,41.696755
48.3,200,41.740391
47.4,200,41.78343
21.6,200,41.826846
43.8,200,41.869564
57.7,200,41.913317
13.0,200,41.95667
46.4,200,41.999527
32.4,200,42.045958
59.4,200,42.088627
27.0,200,42.132786
57.0,200,42.174817
5.5,200,42.217154
53.6,200,42.261329
59.7,200,42.302859
42.3,200,42.346117
59.0,200,42.387065
48.5,200,42.431133
31.7,200,42.475087
48.9,200,42.517583
12.3,200,42.562094
34.2,200,42.606499
11.8,200,42.650799
40.6,200,42.693605
19.3,200,42.738016
50.3,200,42.7823
44.1,200,42.824094
49.4,200,42.866318
32.8,200,42.908539
24.2,200,42.952174
38.7,200,42.99507
36.4,200,43.038028
50.5,200,43.080964
16.5,200,43.125863
43.6,200,43.167934
18.4,200,43.213412
50.3,200,43.255138
41.1,200,43.300653
27.4,200,43.342635
38.9,200,43.386314
54.1,200,43.427711
