#{"t_start": 1762470347.676585, "env_id": "None"}
r,l,t
52.3,200,13.324377
18.0,200,13.368835
30.5,200,13.410991
22.9,200,13.456799
55.7,200,13.498337
49.8,200,13.541024
38.0,200,13.583528
58.3,200,13.627337
21.7,200,13.671275
53.4,200,13.713021
46.0,200,13.756092
15.5,200,13.801202
16.0,200,13.845783
52.8,200,13.88755
53.9,200,13.929443
53.5,200,13.974765
44.9,200,14.017417
21.9,200,14.06104
23.4,200,14.103932
15.9,200,14.147361
53.3,200,14.190342
12.9,200,14.232438
42.4,200,14.27555
34.7,200,14.321401
46.1,200,14.362798
30.0,200,14.406913
21.9,200,14.449966
31.3,200,14.496207
35.8,200,14.540573
48.7,200,14.58375
20.0,200,14.626988
40.5,200,14.671158
54.8,200,14.713424
23.0,200,14.755861
31.4,200,14.798842
42.5,200,14.867589
8.0,200,14.912474
24.6,200,14.955724
27.5,200,14.999677
25.0,200,15.04379
46.4,200,15.08506
30.4,200,15.129601
43.3,200,15.172451
51.9,200,15.216463
45.0,200,15.258328
37.0,200,15.300474
40.4,200,15.344076
54.7,200,15.386857
57.8,200,15.428671
24.5,200,15.470912
42.4,200,15.512253
52.7,200,15.555978
43.9,200,15.598623
48.9,200,15.640848
31.4,200,15.683213
29.7,200,15.725967
28.9,200,15.768962
44.5,200,15.81083
30.7,200,15.853521
44.1,200,15.89703
34.7,200,15.938159
33.7,200,15.981229
32.4,200,16.022767
30.5,200,16.067256
57.5,200,16.107909
22.4,200,16.149383
40.4,200,16.192797
51.0,200,16.235128
47.2,200,16.277811
50.2,200,16.319312
52.2,200,16.361774
34.4,200,16.405
45.9,200,16.446736
48.3,200,16.489393
54.2,200,16.530978
10.5,200,16.576032
34.6,200,16.618118
42.0,200,16.660525
58.3,200,16.702177
21.8,200,16.745687
17.3,200,16.790441
30.7,200,16.832035
26.1,200,16.874601
54.2,200,16.917932
28.5,200,16.96089
35.8,200,17.00542
47.2,200,17.046545
56.9,200,17.088914
58.7,200,17.130436
39.4,200,17.172702
51.9,200,17.215894
36.3,200,17.259226
37.4,200,17.30072
55.8,200,17.342777
10.8,200,17.385908
24.5,200,17.431457
5.0,200,17.473836
33.9,200,17.516227
47.0,200,17.559006
58.6,200,17.601449
54.5,200,17.643742
43.7,200,17.685163
51.4,200,17.727514
27.5,200,17.772293
26.7,200,17.814474
59.4,200,17.856743
24.3,200,17.898976
57.1,200,17.94239
48.0,200,17.984912
47.0,200,18.02678
58.3,200,18.069028
26.0,200,18.113467
56.0,200,18.155883
43.3,200,18.197741
23.0,200,18.24122
33.3,200,18.285973
11.0,200,18.329692
14.9,200,18.374665
37.4,200,18.417907
30.3,200,18.462591
54.3,200,18.504217
27.7,200,18.546515
13.9,200,18.591368
30.0,200,18.639891
35.2,200,18.684331
38.5,200,18.727163
46.4,200,18.768366
12.0,200,18.814164
25.5,200,18.859024
2.8,200,18.902136
14.0,200,18.946017
16.9,200,18.991315
51.4,200,19.032594
33.4,200,19.07497
19.5,200,19.117653
54.6,200,19.160553
50.8,200,19.204069
40.8,200,19.247365
26.8,200,19.288868
29.8,200,19.333516
50.8,200,19.375709
36.3,200,19.420705
46.7,200,19.46248
40.5,200,19.506502
19.5,200,19.551987
31.0,200,19.594356
34.0,200,19.640749
28.0,200,19.68744
22.5,200,19.731461
4.0,200,19.77487
44.3,200,19.817088
35.6,200,19.861454
22.4,200,19.902999
41.2,200,19.946296
34.7,200,19.989426
37.0,200,20.035258
37.5,200,20.07807
58.3,200,20.119052
23.4,200,20.162442
46.3,200,20.205859
57.2,200,20.247625
55.7,200,20.289366
21.9,200,20.33226
45.6,200,20.376142
26.4,200,20.417975
53.0,200,20.4602
45.3,200,20.502653
52.9,200,20.545408
4.7,200,20.589037
22.9,200,20.633003
16.8,200,20.677107
57.4,200,20.719986
26.3,200,20.763698
22.4,200,20.805942
6.0,200,20.848567
24.2,200,20.891986
10.5,200,20.934831
54.6,200,20.976806
45.8,200,21.019464
21.7,200,21.062306
12.8,200,21.105914
43.3,200,21.147903
35.8,200,21.190803
25.8,200,21.233521
37.3,200,21.275412
43.2,200,21.318546
37.4,200,21.361383
27.7,200,21.405796
29.3,200,21.449723
39.0,200,21.493295
23.5,200,21.535764
0.6,200,21.578792
8.8,200,21.622856
48.2,200,21.664011
26.8,200,21.705658
14.0,200,21.751614
4.8,200,21.793825
49.8,200,21.835935
51.3,200,21.877282
31.4,200,21.921292
29.7,200,21.964192
32.3,200,22.005954
28.1,200,22.048452
56.6,200,22.090725
52.7,200,22.132725
50.8,200,22.173975
54.3,200,22.214848
30.0,200,22.258835
53.2,200,22.300563
54.6,200,22.342684
22.3,200,22.386899
46.6,200,22.429926
16.5,200,22.473155
25.5,200,22.515417
44.0,200,22.558695
25.8,200,22.602018
20.7,200,22.643793
10.0,200,22.687919
32.7,200,22.729756
53.0,200,22.773556
31.3,200,22.817157
31.4,200,22.859913
24.5,200,22.901562
33.2,200,22.944693
44.0,200,22.987824
59.3,200,23.028693
51.9,200,23.071941
55.3,200,23.114354
22.6,200,23.156476
29.5,200,23.19957
32.3,200,23.241486
5.8,200,23.28658
17.2,200,23.328983
22.8,200,23.373575
26.8,200,23.417188
30.4,200,23.460608
59.1,200,23.502569
44.0,200,23.545114
31.3,200,23.586602
54.0,200,23.63232
46.4,200,23.673868
29.8,200,23.716347
50.8,200,23.757791
47.3,200,23.80221
34.6,200,23.843274
37.9,200,23.886181
49.8,200,23.928946
47.5,200,23.971764
30.9,200,24.015817
30.8,200,24.057422
57.9,200,24.098214
56.8,200,24.141806
40.0,200,24.184619
27.1,200,24.226907
24.4,200,24.269232
18.0,200,24.315025
40.6,200,24.359448
51.0,200,24.401489
39.6,200,24.444036
53.2,200,24.486653
33.9,200,24.529159
27.4,200,24.573155
40.6,200,24.615886
20.8,200,24.66094
22.4,200,24.70509
34.2,200,24.747734
32.7,200,24.789983
23.3,200,24.834527
46.9,200,24.877977
28.8,200,24.920918
55.3,200,24.963229
28.1,200,25.006918
58.8,200,25.047751
41.7,200,25.08946
49.7,200,25.131202
39.8,200,25.174488
30.1,200,25.216942
9.9,200,25.260348
51.4,200,25.304252
52.0,200,25.347087
24.7,200,25.390236
26.9,200,25.432568
36.9,200,25.4744
42.7,200,25.518699
37.0,200,25.560951
47.0,200,25.603112
54.9,200,25.643966
8.1,200,25.687776
9.6,200,25.731203
30.5,200,25.772971
20.3,200,25.816985
56.4,200,25.859065
28.8,200,25.900858
39.6,200,25.94282
48.4,200,25.984198
44.4,200,26.027145
53.4,200,26.068407
32.8,200,26.111355
44.9,200,26.154045
55.9,200,26.196047
25.8,200,26.238857
28.1,200,26.279741
36.4,200,26.32063
53.4,200,26.363872
27.3,200,26.406178
46.5,200,26.449079
26.2,200,26.490527
52.8,200,26.532946
50.4,200,26.575294
55.2,200,26.615751
38.4,200,26.65761
49.3,200,26.699984
32.6,200,26.741356
51.3,200,26.78337
36.0,200,26.824681
43.6,200,26.885583
43.3,200,26.933975
55.8,200,26.975956
40.3,200,27.019584
28.9,200,27.062949
44.7,200,27.106416
46.9,200,27.148846
33.3,200,27.191927
41.9,200,27.237405
48.2,200,27.279696
51.2,200,27.321533
57.2,200,27.362441
53.1,200,27.406557
51.3,200,27.447918
23.7,200,27.491671
39.1,200,27.534276
47.3,200,27.576583
49.8,200,27.61894
43.8,200,27.661357
5.8,200,27.70437
36.2,200,27.747329
24.8,200,27.788856
27.5,200,27.831529
50.8,200,27.872482
57.6,200,27.915572
19.1,200,27.957188
52.8,200,27.998443
50.3,200,28.040672
42.8,200,28.083223
53.4,200,28.125229
55.6,200,28.165789
15.2,200,28.207708
55.8,200,28.251283
54.8,200,28.291872
31.3,200,28.334324
58.2,200,28.374885
56.3,200,28.417224
42.6,200,28.460928
53.3,200,28.502554
34.1,200,28.544586
56.4,200,28.586906
23.8,200,28.630303
53.9,200,28.67286
45.1,200,28.713795
53.7,200,28.75706
34.0,200,28.798253
55.3,200,28.839038
55.8,200,28.881148
29.8,200,28.926258
57.0,200,28.968018
29.8,200,29.011262
38.8,200,29.052437
36.7,200,29.099004
46.9,200,29.140851
58.3,200,29.18223
56.3,200,29.2228
15.0,200,29.26565
37.6,200,29.307711
33.2,200,29.349363
58.1,200,29.3907
26.2,200,29.433611
21.7,200,29.475985
37.4,200,29.519322
52.9,200,29.560273
42.3,200,29.605018
58.3,200,29.646083
14.4,200,29.688359
19.0,200,29.733073
44.5,200,29.776628
38.3,200,29.819697
12.9,200,29.861516
25.8,200,29.904694
49.6,200,29.948303
51.7,200,29.989917
48.2,200,30.032943
26.1,200,30.076456
33.3,200,30.120867
28.7,200,30.162781
48.7,200,30.204378
33.0,200,30.247086
49.8,200,30.289419
57.9,200,30.330953
30.9,200,30.372157
57.7,200,30.413144
49.5,200,30.456652
52.0,200,30.498323
35.5,200,30.541127
22.4,200,30.583957
39.9,200,30.627469
51.7,200,30.669901
56.4,200,30.71117
33.1,200,30.753653
19.5,200,30.797225
10.8,200,30.840272
52.3,200,30.882284
47.0,200,30.923442
56.8,200,30.967552
36.2,200,31.009493
11.9,200,31.05265
46.1,200,31.094658
33.5,200,31.139765
40.7,200,31.182053
59.2,200,31.222726
53.3,200,31.264884
58.4,200,31.307248
54.4,200,31.347878
50.9,200,31.389516
49.1,200,31.430644
38.4,200,31.47307
29.1,200,31.516586
53.4,200,31.557475
23.6,200,31.600447
25.2,200,31.643943
15.9,200,31.686283
53.5,200,31.727404
52.1,200,31.768596
21.7,200,31.813338
49.7,200,31.854756
29.3,200,31.898833
24.5,200,31.939774
58.2,200,31.982134
56.2,200,32.024127
29.8,200,32.065651
23.0,200,32.10844
7.8,200,32.152681
46.0,200,32.194715
57.2,200,32.236577
40.0,200,32.280398
38.4,200,32.32688
35.4,200,32.370695
45.5,200,32.411738
34.2,200,32.453457
56.8,200,32.495986
57.9,200,32.537863
55.2,200,32.579191
38.8,200,32.621516
37.7,200,32.666419
53.1,200,32.707774
38.3,200,32.752175
48.5,200,32.793386
26.2,200,32.836322
35.3,200,32.880024
58.6,200,32.920685
57.7,200,32.962198
51.5,200,33.00495
54.3,200,33.046144
18.9,200,33.088536
31.4,200,33.130331
46.1,200,33.174988
50.4,200,33.216965
59.0,200,33.282856
25.3,200,33.330376
39.8,200,33.375459
31.6,200,33.418121
42.2,200,33.461559
52.7,200,33.504073
52.2,200,33.546613
24.5,200,33.589302
28.6,200,33.632415
49.2,200,33.675847
12.7,200,33.721076
35.7,200,33.764634
45.3,200,33.807596
29.1,200,33.849031
52.3,200,33.891841
31.0,200,33.934608
3.5,200,33.976195
34.0,200,34.018269
46.7,200,34.060741
57.9,200,34.101498
49.1,200,34.143357
51.0,200,34.184318
32.4,200,34.228024
58.2,200,34.268634
54.7,200,34.309617
56.8,200,34.350906
51.6,200,34.393425
55.8,200,34.435606
33.8,200,34.478527
30.8,200,34.520542
43.5,200,34.56553
44.4,200,34.606637
24.0,200,34.64951
26.5,200,34.691338
42.8,200,34.73545
46.1,200,34.777512
59.2,200,34.818372
33.7,200,34.86098
27.3,200,34.905082
55.2,200,34.946456
8.5,200,34.988582
34.9,200,35.030453
29.9,200,35.074531
32.3,200,35.115604
1.9,200,35.158499
53.5,200,35.199109
55.8,200,35.241859
55.8,200,35.283891
47.1,200,35.325408
53.4,200,35.366788
39.8,200,35.410397
46.6,200,35.452946
33.3,200,35.495888
41.4,200,35.537371
54.1,200,35.579352
58.2,200,35.62154
53.2,200,35.663103
57.9,200,35.704371
11.3,200,35.74862
46.7,200,35.790076
36.4,200,35.834178
37.8,200,35.876099
41.5,200,35.919678
15.0,200,35.96302
51.9,200,36.005378
48.7,200,36.046657
45.9,200,36.0898
47.8,200,36.132855
49.9,200,36.174677
49.3,200,36.218174
48.3,200,36.261602
32.5,200,36.303242
53.8,200,36.345609
35.0,200,36.388948
48.9,200,36.432381
26.5,200,36.475314
29.5,200,36.517602
44.4,200,36.560937
54.9,200,36.603409
32.2,200,36.645339
48.4,200,36.687137
22.3,200,36.72943
55.9,200,36.772127
45.7,200,36.813436
30.7,200,36.856451
8.0,200,36.899646
57.9,200,36.94305
52.0,200,36.984944
56.3,200,37.026743
6.0,200,37.070785
53.3,200,37.112989
40.9,200,37.15536
57.9,200,37.195937
29.6,200,37.237267
27.3,200,37.282857
38.9,200,37.324604
13.6,200,37.367536
46.4,200,37.410278
49.6,200,37.453468
43.9,200,37.495316
1.7,200,37.537406
33.3,200,37.581198
31.3,200,37.625502
9.2,200,37.668024
51.7,200,37.711106
39.3,200,37.753544
47.6,200,37.797054
39.8,200,37.83878
26.4,200,37.880765
39.6,200,37.924008
43.7,200,37.968385
45.0,200,38.011734
42.7,200,38.054196
52.8,200,38.095824
24.0,200,38.140732
9.8,200,38.183947
35.3,200,38.226779
24.2,200,38.269509
26.5,200,38.313361
33.7,200,38.355923
47.2,200,38.397466
9.9,200,38.441237
10.2,200,38.486021
19.3,200,38.530466
34.3,200,38.572571
32.9,200,38.614232
51.9,200,38.659842
55.3,200,38.701098
44.6,200,38.744503
30.5,200,38.786992
56.8,200,38.829788
53.9,200,38.871699
30.5,200,38.914046
45.3,200,38.956858
53.2,200,38.999643
58.3,200,39.039976
56.6,200,39.08171
53.5,200,39.122454
52.8,200,39.1659
49.1,200,39.207646
58.4,200,39.24833
40.9,200,39.291914
53.1,200,39.334529
47.2,200,39.377036
42.2,200,39.419522
59.2,200,39.460363
41.8,200,39.504448
32.3,200,39.545823
48.7,200,39.588747
50.2,200,39.629892
50.0,200,39.672995
28.8,200,39.716017
44.8,200,39.758154
53.0,200,39.800531
39.6,200,39.843845
25.8,200,39.886911
50.9,200,39.92899
58.1,200,39.969778
48.0,200,40.014494
52.5,200,40.05593
55.9,200,40.097283
56.8,200,40.139039
34.8,200,40.183337
46.4,200,40.225749
35.1,200,40.268922
50.2,200,40.310534
52.3,200,40.35416
50.1,200,40.395487
28.1,200,40.43798
47.5,200,40.480011
50.2,200,40.523222
47.8,200,40.565739
59.8,200,40.606877
42.9,200,40.650267
54.9,200,40.692787
35.8,200,40.734662
52.8,200,40.77663
33.7,200,40.818632
37.4,200,40.863552
47.5,200,40.905363
27.2,200,40.948101
32.7,200,40.990193
56.2,200,41.032758
31.4,200,41.07532
54.6,200,41.115926
5.5,200,41.158178
37.9,200,41.202283
59.0,200,41.243044
28.7,200,41.28556
46.2,200,41.327325
58.0,200,41.369433
42.2,200,41.412183
42.2,200,41.453464
31.6,200,41.497687
20.2,200,41.540088
52.7,200,41.581919
24.6,200,41.624504
56.1,200,41.665729
40.5,200,41.709196
59.3,200,41.750414
50.7,200,41.791995
27.8,200,41.836236
48.5,200,41.880943
13.6,200,41.926228
36.9,200,41.968452
39.7,200,42.011049
30.8,200,42.054369
43.1,200,42.096589
52.8,200,42.139304
52.6,200,42.180389
54.8,200,42.223521
52.1,200,42.264805
53.1,200,42.306302
52.7,200,42.348383
45.4,200,42.392509
50.7,200,42.434756
36.7,200,42.475961
57.6,200,42.516951
41.9,200,42.560635
57.1,200,42.601412
37.4,200,42.643682
56.9,200,42.6845
46.2,200,42.727052
21.3,200,42.771413
24.5,200,42.813143
31.9,200,42.856299
0.7,200,42.899681
45.7,200,42.941379
53.1,200,42.983793
51.1,200,43.024435
29.4,200,43.068821
57.9,200,43.110427
53.7,200,43.15176
47.6,200,43.193883
