#{"t_start": 1762470251.579319, "env_id": "None"}
r,l,t
25.2,200,8.855968
27.1,200,8.884286
16.1,200,8.912594
20.9,200,8.941338
53.3,200,9.191532
51.6,200,9.21907
21.3,200,9.248239
54.2,200,9.27518
27.9,200,9.303161
34.8,200,9.33454
48.5,200,9.363655
37.1,200,9.391064
26.0,200,9.418676
52.0,200,9.444739
50.4,200,9.698687
50.7,200,9.725035
42.3,200,9.752283
34.5,200,9.781295
20.1,200,9.810036
21.4,200,9.838246
22.3,200,9.865547
32.7,200,9.894642
15.5,200,9.922893
50.9,200,9.95007
51.6,200,10.201981
51.6,200,10.229504
-0.6,200,10.258007
15.0,200,10.285897
30.3,200,10.314422
51.2,200,10.341348
37.9,200,10.369278
48.7,200,10.395774
51.2,200,10.423543
29.4,200,10.451132
53.1,200,10.701796
51.4,200,10.729073
22.2,200,10.758302
54.1,200,10.78527
31.0,200,10.812964
28.0,200,10.841692
54.0,200,10.868786
48.6,200,10.895819
38.6,200,10.922969
45.0,200,10.950723
53.6,200,10.977779
46.6,200,11.226183
49.7,200,11.25274
42.6,200,11.281766
45.0,200,11.308488
3.0,200,11.337131
19.5,200,11.365505
38.1,200,11.393084
54.6,200,11.420162
39.3,200,11.448167
20.7,200,11.476899
29.9,200,11.728163
44.8,200,11.75546
42.8,200,11.784066
42.9,200,11.811589
38.0,200,11.839318
49.1,200,11.866206
1.6,200,11.895487
31.8,200,11.923308
50.1,200,11.950548
43.0,200,11.977917
53.5,200,12.228177
54.3,200,12.254784
35.1,200,12.281784
46.8,200,12.310058
35.8,200,12.338052
39.6,200,12.365456
53.3,200,12.392387
19.1,200,12.422059
41.6,200,12.4495
42.6,200,12.476182
24.6,200,12.72842
27.7,200,12.757239
52.3,200,12.784347
51.9,200,12.810743
34.1,200,12.83937
28.1,200,12.867726
15.7,200,12.895523
17.3,200,12.923274
36.9,200,12.95221
34.7,200,12.979999
27.0,200,13.0072
37.5,200,13.259791
45.4,200,13.286811
47.6,200,13.313715
43.4,200,13.341198
15.6,200,13.370539
29.3,200,13.398217
24.9,200,13.425873
14.9,200,13.45459
36.6,200,13.482211
18.5,200,13.509889
51.6,200,13.758771
-1.8,200,13.788453
26.2,200,13.81721
37.3,200,13.844664
52.6,200,13.871627
52.9,200,13.8999
27.8,200,13.927447
14.6,200,13.955695
39.2,200,13.984269
25.0,200,14.0123
52.7,200,14.262411
51.2,200,14.290234
33.0,200,14.318197
17.7,200,14.34612
36.7,200,14.373824
42.8,200,14.402352
-1.3,200,14.431275
51.0,200,14.457871
16.2,200,14.485713
37.2,200,14.514268
17.7,200,14.768819
53.3,200,14.795284
48.8,200,14.823403
54.1,200,14.850464
54.1,200,14.877625
35.5,200,14.905416
15.8,200,14.934301
22.8,200,14.962273
54.6,200,14.989171
53.6,200,15.015684
54.1,200,15.268217
0.4,200,15.296746
54.0,200,15.323777
43.4,200,15.352178
30.3,200,15.380059
39.0,200,15.407528
44.8,200,15.434448
53.6,200,15.462465
30.4,200,15.490757
50.2,200,15.518132
51.9,200,15.545395
35.7,200,15.796517
47.6,200,15.824775
17.8,200,15.85178
27.2,200,15.879968
53.3,200,15.906913
30.7,200,15.93451
32.5,200,15.962093
24.1,200,15.991
29.4,200,16.018985
32.7,200,16.045937
39.0,200,16.300364
19.4,200,16.328175
47.3,200,16.355699
54.1,200,16.382612
48.0,200,16.410979
37.0,200,16.438665
52.0,200,16.465359
52.8,200,16.492206
47.9,200,16.520489
46.3,200,16.547873
52.7,200,16.799455
44.3,200,16.827816
53.5,200,16.855126
30.1,200,16.882639
51.1,200,16.909718
46.2,200,16.938053
52.2,200,16.964724
53.7,200,16.991056
48.4,200,17.018368
32.5,200,17.046787
29.5,200,17.298761
24.8,200,17.326751
28.2,200,17.355681
36.1,200,17.383592
42.5,200,17.411247
53.0,200,17.43889
29.4,200,17.468173
24.7,200,17.496083
24.1,200,17.523981
49.7,200,17.551639
34.6,200,17.579632
43.7,200,17.837678
29.1,200,17.867033
22.5,200,17.894801
50.5,200,17.922069
46.7,200,17.949425
41.5,200,17.97795
34.7,200,18.006157
30.1,200,18.033798
18.2,200,18.061199
48.2,200,18.089095
2.5,200,18.342028
54.7,200,18.369306
47.3,200,18.397472
41.6,200,18.425673
47.6,200,18.453448
26.6,200,18.480968
43.2,200,18.508688
53.9,200,18.535788
44.3,200,18.563409
54.3,200,18.590198
52.1,200,18.840384
50.1,200,18.867941
26.9,200,18.896795
27.8,200,18.925839
28.7,200,18.953615
32.4,200,18.980853
50.0,200,19.007717
24.0,200,19.036922
29.8,200,19.064702
54.1,200,19.091323
54.9,200,19.340344
25.9,200,19.368556
6.5,200,19.395843
37.0,200,19.422637
29.1,200,19.450795
53.3,200,19.478519
31.7,200,19.506857
24.1,200,19.534491
34.9,200,19.562906
49.6,200,19.589474
22.0,200,19.617332
55.0,200,19.870369
15.1,200,19.898457
34.7,200,19.925966
44.0,200,19.95278
19.9,200,19.982421
41.7,200,20.009634
43.7,200,20.037114
56.0,200,20.063695
52.6,200,20.09213
33.3,200,20.140656
45.6,200,20.392166
53.8,200,20.419331
26.8,200,20.447205
20.6,200,20.475004
53.2,200,20.503005
25.8,200,20.531085
44.2,200,20.557381
44.5,200,20.584593
48.5,200,20.612376
55.2,200,20.638856
50.0,200,20.889128
35.9,200,20.916474
55.1,200,20.945193
25.4,200,20.972868
55.5,200,20.99967
31.2,200,21.027867
55.4,200,21.054879
38.2,200,21.082018
52.8,200,21.109064
11.3,200,21.138703
27.0,200,21.392525
50.9,200,21.419796
32.3,200,21.449546
53.6,200,21.476519
53.3,200,21.504155
50.7,200,21.531219
39.1,200,21.559864
18.4,200,21.587715
22.2,200,21.615842
52.7,200,21.642541
55.6,200,21.670343
56.3,200,21.920019
29.9,200,21.947699
44.8,200,21.976327
56.1,200,22.003666
38.2,200,22.031436
55.5,200,22.058309
56.0,200,22.086253
53.1,200,22.113198
47.0,200,22.140407
37.5,200,22.167934
53.6,200,22.417377
49.5,200,22.444616
49.0,200,22.472034
37.6,200,22.500648
51.2,200,22.527755
54.1,200,22.554989
48.9,200,22.582227
56.1,200,22.610404
56.3,200,22.637253
56.3,200,22.663533
49.7,200,22.913754
41.5,200,22.941945
53.2,200,22.968833
49.0,200,22.996359
55.3,200,23.02464
32.0,200,23.052959
46.8,200,23.080462
55.4,200,23.107013
39.9,200,23.135652
51.0,200,23.163151
52.1,200,23.411833
55.1,200,23.43984
22.9,200,23.467916
47.1,200,23.49483
45.9,200,23.522317
55.1,200,23.550321
55.3,200,23.577346
55.2,200,23.604156
37.1,200,23.631629
55.3,200,23.660027
31.6,200,23.687509
56.0,200,23.935611
31.4,200,23.96503
45.7,200,23.992574
56.5,200,24.019542
47.4,200,24.046996
33.3,200,24.075352
54.1,200,24.102118
52.5,200,24.128926
27.6,200,24.157114
3.9,200,24.186595
49.0,200,24.436872
45.3,200,24.46396
47.4,200,24.492488
35.1,200,24.519871
21.9,200,24.547989
19.5,200,24.575926
29.3,200,24.604621
44.5,200,24.631788
31.2,200,24.6594
51.7,200,24.687251
49.6,200,24.93982
26.2,200,24.967965
44.1,200,24.995178
50.4,200,25.023654
23.0,200,25.051643
52.5,200,25.079329
32.6,200,25.106666
56.8,200,25.134321
56.9,200,25.161395
56.0,200,25.18824
52.0,200,25.437313
40.0,200,25.465951
26.1,200,25.493508
22.3,200,25.520924
39.9,200,25.549619
56.5,200,25.576779
42.8,200,25.603858
29.7,200,25.63137
35.0,200,25.660435
54.5,200,25.687485
24.1,200,25.715853
42.4,200,25.968207
56.5,200,25.995432
56.0,200,26.022494
40.5,200,26.05046
56.7,200,26.078356
30.6,200,26.105649
52.5,200,26.132746
57.2,200,26.159063
55.8,200,26.187
24.8,200,26.214848
41.7,200,26.464988
34.3,200,26.493664
50.8,200,26.520764
55.6,200,26.547697
35.7,200,26.574863
48.0,200,26.602929
17.5,200,26.630932
46.9,200,26.658354
22.4,200,26.686493
47.4,200,26.714996
18.1,200,26.965066
45.2,200,26.992804
54.1,200,27.021488
57.0,200,27.04858
38.7,200,27.076285
51.4,200,27.10346
52.4,200,27.1318
40.2,200,27.159057
56.2,200,27.185943
49.9,200,27.213615
28.3,200,27.464987
17.8,200,27.493256
20.7,200,27.521322
22.2,200,27.550014
32.7,200,27.577617
56.3,200,27.604089
54.1,200,27.631275
54.9,200,27.659226
30.8,200,27.686328
41.9,200,27.713684
25.4,200,27.965307
45.2,200,27.992223
46.8,200,28.019407
55.3,200,28.046477
30.5,200,28.075131
56.0,200,28.102225
53.9,200,28.129428
20.4,200,28.157191
53.1,200,28.18524
53.8,200,28.212143
39.3,200,28.239193
27.1,200,28.491296
0.7,200,28.519725
57.0,200,28.546819
32.2,200,28.574441
42.3,200,28.602944
53.6,200,28.630289
22.6,200,28.658242
26.1,200,28.685297
54.0,200,28.713594
12.5,200,28.742286
49.0,200,28.991438
53.1,200,29.020398
58.0,200,29.047426
54.9,200,29.074295
25.3,200,29.101486
34.5,200,29.130083
28.7,200,29.158041
26.9,200,29.186466
26.8,200,29.215231
23.3,200,29.24295
42.9,200,29.492767
18.3,200,29.520683
58.5,200,29.548559
32.1,200,29.575771
46.2,200,29.602893
29.9,200,29.630789
28.8,200,29.660385
59.8,200,29.687828
54.9,200,29.714918
28.8,200,29.743707
28.4,200,29.995373
40.1,200,30.023439
30.2,200,30.051014
56.1,200,30.079531
36.9,200,30.106867
36.0,200,30.134431
54.6,200,30.1624
49.2,200,30.189174
34.9,200,30.226432
33.7,200,30.276282
27.4,200,30.303984
19.8,200,30.556795
57.7,200,30.584509
51.3,200,30.612535
49.1,200,30.640068
54.7,200,30.667109
55.5,200,30.695454
57.8,200,30.722379
52.0,200,30.74902
50.1,200,30.775957
42.6,200,30.804276
57.2,200,31.053966
57.3,200,31.080886
57.7,200,31.108375
37.7,200,31.135877
58.0,200,31.162098
27.0,200,31.189796
54.6,200,31.217636
46.5,200,31.24569
46.5,200,31.273133
39.5,200,31.300263
56.0,200,31.551367
57.7,200,31.578897
42.0,200,31.606496
54.4,200,31.635115
22.6,200,31.663274
55.6,200,31.690585
55.4,200,31.717913
40.4,200,31.745902
31.4,200,31.773229
45.3,200,31.800595
57.6,200,32.048225
36.1,200,32.076114
28.4,200,32.103917
56.3,200,32.130702
52.3,200,32.158956
53.7,200,32.186403
50.1,200,32.213287
15.0,200,32.241154
37.9,200,32.270016
51.8,200,32.297592
50.9,200,32.324261
33.2,200,32.573477
47.3,200,32.600942
57.1,200,32.627704
33.4,200,32.655098
11.3,200,32.684833
58.1,200,32.712076
56.5,200,32.739087
39.1,200,32.766327
51.3,200,32.795628
42.4,200,32.823294
57.4,200,33.107447
57.6,200,33.135406
38.8,200,33.163735
24.0,200,33.192359
36.4,200,33.222142
54.1,200,33.250603
49.1,200,33.278339
59.3,200,33.305444
55.3,200,33.333046
55.9,200,33.359888
54.5,200,33.609462
33.2,200,33.638434
37.5,200,33.665994
52.4,200,33.693283
21.3,200,33.721465
34.0,200,33.750378
45.7,200,33.777216
24.5,200,33.805184
27.9,200,33.83353
51.2,200,33.86108
39.0,200,34.110336
32.4,200,34.137975
44.9,200,34.16639
36.8,200,34.193848
59.1,200,34.220674
56.7,200,34.247514
40.9,200,34.27581
54.6,200,34.303168
47.7,200,34.330132
53.3,200,34.357861
35.8,200,34.385514
56.7,200,34.635952
55.3,200,34.663424
53.6,200,34.692621
35.0,200,34.720291
16.4,200,34.748816
30.2,200,34.777624
28.8,200,34.805432
0.5,200,34.833835
58.2,200,34.861239
34.8,200,34.889546
15.1,200,35.141384
55.1,200,35.167999
34.3,200,35.195098
59.2,200,35.223189
54.6,200,35.250611
28.1,200,35.278614
23.9,200,35.307693
26.4,200,35.336261
23.2,200,35.364153
56.7,200,35.391331
17.0,200,35.644974
26.7,200,35.67297
32.7,200,35.700151
49.8,200,35.727724
50.7,200,35.755805
54.3,200,35.782544
32.7,200,35.810085
58.1,200,35.837804
54.7,200,35.865216
55.5,200,35.892085
41.9,200,36.14196
58.2,200,36.170057
45.6,200,36.197096
55.9,200,36.224234
51.1,200,36.251397
16.0,200,36.280019
58.2,200,36.306641
51.7,200,36.33323
57.2,200,36.360491
20.7,200,36.3885
28.5,200,36.415958
50.4,200,36.667954
56.9,200,36.695965
35.4,200,36.723317
43.4,200,36.751294
55.3,200,36.778735
59.0,200,36.805552
54.3,200,36.832811
42.3,200,36.860628
52.9,200,36.888582
53.6,200,36.915232
0.7,200,37.16473
22.2,200,37.193396
56.4,200,37.221016
42.9,200,37.249393
55.0,200,37.27637
33.8,200,37.304002
60.2,200,37.331211
4.9,200,37.359041
58.1,200,37.385877
29.8,200,37.414701
50.6,200,37.664276
58.1,200,37.691257
44.4,200,37.719471
52.7,200,37.746937
30.7,200,37.775083
43.2,200,37.802438
50.8,200,37.830389
23.1,200,37.858723
53.3,200,37.885961
35.9,200,37.91359
30.2,200,38.163265
21.8,200,38.191967
24.9,200,38.220013
27.4,200,38.248244
49.0,200,38.27589
58.8,200,38.303023
56.8,200,38.330268
20.8,200,38.358709
12.3,200,38.387159
56.0,200,38.414176
56.6,200,38.441168
49.6,200,38.691114
55.2,200,38.717768
55.9,200,38.744411
43.9,200,38.772274
22.2,200,38.800791
28.9,200,38.828833
26.2,200,38.856698
50.4,200,38.885198
53.8,200,38.912429
59.0,200,38.939766
57.9,200,39.189237
11.1,200,39.217864
58.0,200,39.245038
26.5,200,39.272772
58.5,200,39.300854
54.9,200,39.327942
59.3,200,39.354545
55.5,200,39.381207
55.5,200,39.409089
59.4,200,39.436388
57.7,200,39.688757
59.9,200,39.716912
55.2,200,39.744905
42.0,200,39.772999
58.3,200,39.800083
49.4,200,39.828133
59.3,200,39.855374
58.4,200,39.882289
52.8,200,39.909482
38.9,200,39.938966
37.5,200,40.184524
40.9,200,40.21195
24.4,200,40.240517
4.8,200,40.269127
44.0,200,40.295991
54.3,200,40.323141
55.4,200,40.350993
21.8,200,40.378975
57.3,200,40.406224
31.9,200,40.433599
30.5,200,40.681612
55.4,200,40.709354
53.3,200,40.736766
52.9,200,40.7635
48.4,200,40.792012
57.3,200,40.818944
24.5,200,40.846693
46.8,200,40.874229
52.9,200,40.901843
58.5,200,40.928167
41.5,200,40.955157
24.5,200,41.206138
43.4,200,41.233174
36.0,200,41.260173
54.9,200,41.286349
35.5,200,41.315186
46.4,200,41.342596
56.5,200,41.369308
52.0,200,41.396273
32.7,200,41.425344
23.5,200,41.452691
28.3,200,41.702449
38.4,200,41.731353
49.9,200,41.75814
54.0,200,41.785001
55.5,200,41.81196
59.0,200,41.839451
41.0,200,41.867122
55.8,200,41.893979
58.3,200,41.920567
55.6,200,41.948379
59.4,200,42.198101
55.3,200,42.224485
58.2,200,42.25214
57.9,200,42.279574
57.5,200,42.306662
28.8,200,42.334182
57.5,200,42.362578
47.0,200,42.390226
32.8,200,42.418379
50.9,200,42.446064
4.9,200,42.70033
27.0,200,42.729011
52.0,200,42.757274
15.0,200,42.787291
56.5,200,42.814488
46.4,200,42.842125
52.9,200,42.869178
54.5,200,42.897909
55.9,200,42.924413
37.0,200,42.952267
55.0,200,42.979941
34.8,200,43.235302
55.0,200,43.26243
58.5,200,43.290148
39.7,200,43.317689
51.7,200,43.344692
57.0,200,43.371378
25.0,200,43.400061
49.9,200,43.427779
56.5,200,43.455175
11.5,200,43.483348
36.9,200,43.735909
28.4,200,43.763909
29.1,200,43.791453
33.5,200,43.819448
45.3,200,43.847754
26.9,200,43.87656
28.8,200,43.904001
43.5,200,43.932259
24.3,200,43.960758
59.5,200,43.987449
58.3,200,44.237915
31.9,200,44.267394
27.4,200,44.295306
25.4,200,44.322722
51.5,200,44.351574
58.2,200,44.378935
58.8,200,44.405822
59.1,200,44.432659
22.5,200,44.461979
40.9,200,44.489673
58.3,200,44.742365
34.8,200,44.771197
56.4,200,44.798783
57.3,200,44.825728
34.0,200,44.853795
36.4,200,44.883218
34.9,200,44.910959
47.4,200,44.9385
54.0,200,44.965653
35.0,200,44.994356
33.0,200,45.021612
55.4,200,45.270297
51.0,200,45.298032
31.8,200,45.325588
51.9,200,45.352814
25.9,200,45.380482
53.4,200,45.408996
59.1,200,45.436108
23.9,200,45.4638
44.9,200,45.491184
33.5,200,45.5197
55.5,200,45.769869
51.5,200,45.79752
55.8,200,45.825268
35.9,200,45.852807
34.0,200,45.880155
57.0,200,45.906971
40.1,200,45.935724
27.5,200,45.963182
56.5,200,45.990197
58.4,200,46.017113
33.9,200,46.268269
38.7,200,46.295529
43.0,200,46.323716
32.3,200,46.351522
22.3,200,46.379662
56.0,200,46.40771
54.2,200,46.434773
32.3,200,46.463272
35.4,200,46.490581
48.9,200,46.517547
49.5,200,46.800431
14.5,200,46.828639
55.4,200,46.855824
59.0,200,46.88348
52.4,200,46.910456
9.9,200,46.938023
49.0,200,46.965102
57.8,200,46.992837
25.9,200,47.020306
54.3,200,47.047166
22.4,200,47.074992
53.4,200,47.325418
57.5,200,47.353096
42.4,200,47.380295
25.5,200,47.409288
58.4,200,47.436613
35.2,200,47.463893
57.7,200,47.490844
56.4,200,47.518364
51.5,200,47.545974
6.4,200,47.574123
37.0,200,47.826792
58.5,200,47.853754
52.4,200,47.880754
53.4,200,47.908089
51.0,200,47.937192
30.4,200,47.964981
54.4,200,47.992499
58.4,200,48.019952
23.4,200,48.04781
54.8,200,48.074749
56.3,200,48.32575
43.3,200,48.354248
35.3,200,48.3815
57.9,200,48.407939
53.9,200,48.434532
49.4,200,48.463269
53.9,200,48.490531
28.4,200,48.518472
46.9,200,48.546801
57.2,200,48.573644
58.5,200,48.824726
49.4,200,48.852165
30.4,200,48.881145
32.4,200,48.909353
36.0,200,48.93728
57.0,200,48.965031
54.1,200,48.992403
59.3,200,49.018969
55.0,200,49.045592
50.5,200,49.073928
26.3,200,49.102214
28.3,200,49.354699
57.4,200,49.382196
26.9,200,49.410896
53.4,200,49.438013
41.9,200,49.464833
52.4,200,49.491872
35.0,200,49.520258
52.4,200,49.5472
55.4,200,49.573998
41.5,200,49.602083
54.2,200,49.857096
47.8,200,49.884793
52.9,200,49.913221
59.5,200,49.94048
59.2,200,49.968022
56.3,200,49.995186
55.4,200,50.022833
7.0,200,50.051862
59.4,200,50.078681
58.5,200,50.105368
