#{"t_start": 1762476975.518985, "env_id": "None"}
r,l,t
38.6,200,9.798374
1.3,200,9.825711
26.0,200,9.852703
28.1,200,9.880538
8.7,200,9.909533
1.7,200,9.93771
57.4,200,9.96439
54.7,200,9.991238
18.7,200,10.018482
34.1,200,10.264611
7.1,200,10.292942
37.9,200,10.320073
27.6,200,10.347367
1.1,200,10.3747
26.9,200,10.401589
57.4,200,10.427566
11.0,200,10.454471
2.7,200,10.481856
30.6,200,10.508542
35.5,200,10.534895
27.1,200,10.778286
22.0,200,10.804994
55.7,200,10.831231
35.1,200,10.85845
1.5,200,10.885352
30.7,200,10.912617
53.8,200,10.939022
9.0,200,10.966979
30.3,200,10.993582
15.2,200,11.020166
3.1,200,11.263655
45.3,200,11.289993
25.0,200,11.31751
5.3,200,11.34492
38.3,200,11.371647
23.6,200,11.398873
7.5,200,11.426599
7.2,200,11.454856
26.3,200,11.481455
17.0,200,11.508758
24.8,200,11.751568
8.2,200,11.779768
30.9,200,11.80648
8.6,200,11.834068
44.3,200,11.861044
16.7,200,11.888371
17.6,200,11.915848
40.6,200,11.942117
0.3,200,11.969779
38.5,200,11.996506
25.6,200,12.238207
15.3,200,12.265306
8.2,200,12.294189
23.7,200,12.321324
32.5,200,12.348058
30.0,200,12.375557
4.5,200,12.403005
27.4,200,12.429909
6.4,200,12.458065
13.6,200,12.485112
41.1,200,12.511451
10.7,200,12.754925
34.6,200,12.782636
5.3,200,12.810314
17.2,200,12.837487
57.0,200,12.863502
4.1,200,12.891159
28.4,200,12.918579
42.0,200,12.944783
26.9,200,12.971368
44.2,200,12.997591
23.5,200,13.239313
39.4,200,13.266317
37.0,200,13.292602
26.7,200,13.319933
25.3,200,13.34698
9.5,200,13.373814
11.0,200,13.401071
27.1,200,13.428341
50.0,200,13.454481
23.9,200,13.481773
7.9,200,13.725447
9.9,200,13.753386
28.6,200,13.780704
31.0,200,13.807539
20.4,200,13.834888
24.8,200,13.862113
36.9,200,13.888345
24.4,200,13.915074
17.6,200,13.942389
32.7,200,13.969441
6.1,200,14.212155
12.8,200,14.240937
1.9,200,14.268114
19.1,200,14.294739
34.5,200,14.321797
27.7,200,14.349348
34.1,200,14.376281
7.8,200,14.403516
1.5,200,14.43067
5.7,200,14.458139
23.6,200,14.701133
31.6,200,14.727678
45.3,200,14.754347
18.8,200,14.781921
3.9,200,14.809289
4.9,200,14.836259
15.2,200,14.863846
18.2,200,14.890538
14.6,200,14.918038
9.7,200,14.945438
19.2,200,14.97291
21.6,200,15.215371
11.4,200,15.243143
8.7,200,15.270557
27.2,200,15.297428
2.7,200,15.324507
11.8,200,15.352363
29.6,200,15.379315
8.7,200,15.407141
37.8,200,15.432975
12.5,200,15.460732
14.4,200,15.704392
10.6,200,15.732595
37.6,200,15.759829
5.5,200,15.787787
7.8,200,15.815277
7.3,200,15.842068
11.5,200,15.86966
3.2,200,15.89698
50.3,200,15.923593
34.7,200,15.950398
23.7,200,16.194004
24.3,200,16.221386
14.6,200,16.249811
36.9,200,16.27597
14.5,200,16.303835
3.8,200,16.331431
20.6,200,16.358918
3.3,200,16.386693
8.7,200,16.414935
6.4,200,16.44248
12.7,200,16.687337
24.5,200,16.71434
36.6,200,16.74173
23.9,200,16.768805
7.4,200,16.7963
16.0,200,16.823967
8.6,200,16.852261
19.8,200,16.88061
30.8,200,16.907368
13.9,200,16.935437
35.1,200,16.961668
34.8,200,17.203018
21.1,200,17.229987
27.1,200,17.257105
18.5,200,17.284059
43.3,200,17.310249
15.9,200,17.338897
1.8,200,17.366318
30.6,200,17.393429
15.6,200,17.422189
10.0,200,17.449295
4.9,200,17.691452
8.2,200,17.719899
9.0,200,17.747216
6.3,200,17.775183
3.8,200,17.802571
7.4,200,17.830227
16.5,200,17.857623
16.1,200,17.885817
18.4,200,17.914784
7.8,200,17.9427
19.9,200,18.186074
18.8,200,18.215289
14.0,200,18.244066
12.5,200,18.27254
6.9,200,18.299732
35.5,200,18.325703
8.7,200,18.353795
16.7,200,18.381553
5.4,200,18.408843
5.7,200,18.436206
6.7,200,18.678246
8.9,200,18.706416
11.6,200,18.734287
40.4,200,18.761105
18.0,200,18.790235
12.4,200,18.818613
22.3,200,18.845269
11.7,200,18.873022
17.0,200,18.901877
17.2,200,18.930002
27.0,200,18.956624
4.3,200,19.200215
22.7,200,19.229356
8.3,200,19.257534
14.4,200,19.286138
21.0,200,19.3149
13.5,200,19.343652
18.5,200,19.372806
14.9,200,19.399544
17.6,200,19.426353
12.5,200,19.455147
10.2,200,19.698594
15.7,200,19.727215
17.7,200,19.755878
11.7,200,19.784311
8.9,200,19.812409
15.9,200,19.840363
9.9,200,19.86876
6.3,200,19.89643
3.1,200,19.924087
8.2,200,19.951761
10.3,200,20.196309
22.8,200,20.224252
14.7,200,20.252226
13.7,200,20.280346
14.3,200,20.308906
4.8,200,20.336122
13.5,200,20.364499
16.8,200,20.392865
13.4,200,20.421012
19.8,200,20.449596
13.9,200,20.694076
9.9,200,20.722274
34.8,200,20.749043
11.8,200,20.777682
22.8,200,20.806681
13.4,200,20.835563
9.9,200,20.86328
25.7,200,20.891259
15.9,200,20.91965
9.5,200,20.946989
3.5,200,20.973959
6.3,200,21.216178
8.7,200,21.243608
10.9,200,21.271829
25.4,200,21.299261
16.6,200,21.328033
11.3,200,21.355844
14.9,200,21.385112
13.5,200,21.413776
35.8,200,21.440909
7.8,200,21.468532
20.1,200,21.710852
11.9,200,21.73856
11.6,200,21.766668
20.7,200,21.795953
15.7,200,21.824476
13.7,200,21.853445
16.7,200,21.881848
17.8,200,21.910105
12.6,200,21.937781
15.0,200,21.965315
14.9,200,22.210231
15.0,200,22.239402
22.9,200,22.268609
11.9,200,22.297037
13.0,200,22.32506
11.8,200,22.353178
36.9,200,22.380505
13.0,200,22.408914
8.4,200,22.437112
12.8,200,22.465085
7.4,200,22.708056
9.8,200,22.735456
13.9,200,22.763769
21.6,200,22.792771
16.9,200,22.820598
17.9,200,22.849001
10.9,200,22.876919
16.8,200,22.905159
16.9,200,22.933686
39.5,200,22.960748
13.8,200,22.989335
15.0,200,23.233063
12.8,200,23.261594
10.8,200,23.289984
22.9,200,23.318956
17.0,200,23.346617
15.0,200,23.375139
12.9,200,23.403457
14.9,200,23.431924
11.0,200,23.459693
12.7,200,23.487176
20.7,200,23.731375
23.7,200,23.761221
12.7,200,23.789783
15.8,200,23.818093
15.9,200,23.846343
12.9,200,23.874517
10.9,200,23.903176
11.0,200,23.931187
24.8,200,23.959888
10.0,200,23.987409
12.3,200,24.230215
15.0,200,24.258526
15.9,200,24.287428
18.0,200,24.316068
17.0,200,24.344626
15.9,200,24.37348
14.6,200,24.402395
18.9,200,24.431241
43.5,200,24.457679
16.0,200,24.484649
13.9,200,24.727036
19.0,200,24.75636
16.0,200,24.785181
17.9,200,24.81409
17.4,200,24.841925
18.9,200,24.870441
15.0,200,24.89897
14.0,200,24.92763
14.9,200,24.956823
13.8,200,24.985298
11.8,200,25.013651
10.0,200,25.263082
13.9,200,25.292069
14.9,200,25.321987
19.9,200,25.351119
25.0,200,25.380942
15.0,200,25.408803
16.9,200,25.436954
19.9,200,25.465941
12.0,200,25.493977
13.9,200,25.521627
14.9,200,25.764926
17.0,200,25.794044
8.0,200,25.821689
9.0,200,25.849505
22.0,200,25.87891
10.0,200,25.907852
21.0,200,25.938195
26.0,200,25.968229
14.0,200,25.997187
20.9,200,26.026237
16.9,200,26.273135
25.9,200,26.302579
15.9,200,26.331224
23.0,200,26.360805
18.0,200,26.389358
15.0,200,26.417859
20.0,200,26.447198
23.0,200,26.476392
11.0,200,26.504336
17.9,200,26.533215
21.4,200,26.775268
13.8,200,26.80381
9.8,200,26.831554
7.0,200,26.859477
23.0,200,26.88816
16.0,200,26.916561
17.9,200,26.945342
14.9,200,26.973586
15.7,200,27.001976
13.0,200,27.02952
16.0,200,27.271399
27.0,200,27.300816
11.9,200,27.32904
19.0,200,27.358275
11.0,200,27.386576
23.9,200,27.41566
18.0,200,27.444418
10.0,200,27.472385
18.0,200,27.501201
15.0,200,27.530467
16.0,200,27.558718
25.0,200,27.804464
14.0,200,27.832295
10.0,200,27.860175
13.9,200,27.888652
14.9,200,27.916975
17.9,200,27.945679
14.0,200,27.974135
13.9,200,28.004863
17.0,200,28.039819
11.0,200,28.06814
34.9,200,28.312102
8.0,200,28.339961
18.8,200,28.368677
24.0,200,28.39803
17.0,200,28.426469
23.9,200,28.455442
27.0,200,28.485286
21.0,200,28.513979
36.4,200,28.540168
20.0,200,28.568675
17.9,200,28.811572
25.8,200,28.840882
19.9,200,28.869937
13.9,200,28.898069
14.0,200,28.926202
10.0,200,28.954084
13.0,200,28.98272
19.0,200,29.010935
13.9,200,29.03968
10.9,200,29.06789
17.0,200,29.310751
18.9,200,29.339911
8.9,200,29.367332
13.0,200,29.395372
19.7,200,29.424179
11.9,200,29.451781
19.0,200,29.480639
31.9,200,29.510398
22.8,200,29.538989
10.0,200,29.566709
13.8,200,29.594945
17.9,200,29.838493
11.9,200,29.866532
13.0,200,29.894247
13.5,200,29.922704
16.0,200,29.951007
21.6,200,29.980331
8.8,200,30.007948
23.8,200,30.03703
17.0,200,30.065004
17.0,200,30.093712
12.8,200,30.337135
23.0,200,30.366472
15.9,200,30.395263
17.8,200,30.42398
18.9,200,30.453507
19.9,200,30.482257
27.5,200,30.508874
15.8,200,30.537119
10.9,200,30.56492
21.9,200,30.593838
8.0,200,30.8368
25.9,200,30.865889
15.0,200,30.894061
12.8,200,30.922048
22.6,200,30.950757
19.8,200,30.979866
11.9,200,31.007821
24.0,200,31.036969
24.0,200,31.066225
28.9,200,31.095792
12.9,200,31.33853
11.0,200,31.367165
16.9,200,31.395986
13.0,200,31.423757
14.8,200,31.4524
16.0,200,31.48117
17.8,200,31.509542
18.0,200,31.53774
22.0,200,31.566368
23.9,200,31.5961
11.7,200,31.624021
22.0,200,31.915769
24.8,200,31.945019
11.8,200,31.97305
18.8,200,32.001578
10.8,200,32.029625
8.0,200,32.057247
7.8,200,32.084955
20.9,200,32.113712
10.9,200,32.141427
22.0,200,32.170174
7.8,200,32.413724
11.9,200,32.44212
23.7,200,32.471021
17.5,200,32.498872
17.8,200,32.528158
22.9,200,32.557227
29.0,200,32.586944
15.7,200,32.615818
14.0,200,32.644614
23.0,200,32.673488
19.9,200,32.917275
19.9,200,32.946871
16.9,200,32.97565
15.9,200,33.004391
32.9,200,33.034146
17.0,200,33.062659
14.9,200,33.090879
14.0,200,33.119379
12.9,200,33.147741
20.0,200,33.176434
11.9,200,33.420087
25.0,200,33.449802
12.0,200,33.478236
18.0,200,33.507042
15.8,200,33.535579
22.0,200,33.564312
6.9,200,33.592174
21.0,200,33.621145
16.0,200,33.649628
9.9,200,33.677488
8.0,200,33.705023
12.0,200,33.948789
24.0,200,33.977637
22.0,200,34.00643
16.9,200,34.035469
14.0,200,34.063601
19.0,200,34.092107
21.9,200,34.119652
21.0,200,34.148678
14.0,200,34.177149
16.9,200,34.205622
22.9,200,34.44978
15.0,200,34.477956
25.9,200,34.507359
16.0,200,34.536888
18.0,200,34.565394
25.4,200,34.59308
20.0,200,34.621725
12.9,200,34.649679
21.9,200,34.678131
12.0,200,34.706122
29.0,200,34.949916
18.0,200,34.979009
17.9,200,35.007522
13.0,200,35.036083
14.9,200,35.064058
20.0,200,35.092849
19.0,200,35.12166
22.9,200,35.150624
18.0,200,35.179009
27.0,200,35.208015
18.0,200,35.451583
14.9,200,35.480656
18.0,200,35.509605
24.0,200,35.53912
20.7,200,35.567878
15.0,200,35.596178
21.0,200,35.625348
22.9,200,35.65527
13.9,200,35.684065
10.0,200,35.711993
20.9,200,35.741357
18.0,200,35.98513
12.0,200,36.013468
17.0,200,36.041354
28.0,200,36.070408
19.0,200,36.099047
9.0,200,36.126486
22.0,200,36.156262
8.9,200,36.184342
21.0,200,36.213565
24.0,200,36.242675
25.0,200,36.487504
15.9,200,36.515328
17.9,200,36.544427
14.9,200,36.572838
24.0,200,36.602499
17.0,200,36.631003
26.0,200,36.658076
18.0,200,36.68714
11.0,200,36.715175
16.0,200,36.743671
25.0,200,36.988406
18.0,200,37.016936
14.5,200,37.044292
17.9,200,37.072648
16.0,200,37.101256
15.0,200,37.129465
14.5,200,37.156588
16.0,200,37.185475
23.0,200,37.214263
18.5,200,37.242858
15.0,200,37.485673
21.0,200,37.515622
22.0,200,37.544434
12.8,200,37.572637
22.0,200,37.601502
21.0,200,37.63062
22.0,200,37.657796
15.9,200,37.686487
17.0,200,37.715005
19.0,200,37.74403
22.0,200,37.772684
22.0,200,38.016304
22.0,200,38.045379
13.0,200,38.074005
18.0,200,38.103062
10.9,200,38.131429
12.9,200,38.160022
25.0,200,38.189202
22.0,200,38.218183
20.0,200,38.247362
28.0,200,38.276636
17.9,200,38.519275
9.0,200,38.546944
20.0,200,38.576257
13.6,200,38.604454
24.9,200,38.633121
14.9,200,38.661493
9.9,200,38.690222
17.0,200,38.718827
16.0,200,38.747227
26.0,200,38.776749
19.0,200,39.018293
19.9,200,39.047017
29.9,200,39.074411
26.0,200,39.103722
20.0,200,39.132503
16.0,200,39.160657
19.0,200,39.188682
15.9,200,39.217356
13.7,200,39.245432
11.9,200,39.273097
20.0,200,39.517389
12.0,200,39.545367
19.0,200,39.574509
23.9,200,39.603722
25.5,200,39.630818
13.8,200,39.659222
25.8,200,39.688522
17.9,200,39.717033
15.9,200,39.745314
8.0,200,39.772412
24.9,200,40.019897
22.0,200,40.049997
19.0,200,40.079244
16.8,200,40.10802
18.0,200,40.137036
24.4,200,40.168721
18.8,200,40.203961
21.0,200,40.236242
13.0,200,40.271735
16.5,200,40.299894
10.0,200,40.329256
11.0,200,40.576014
11.8,200,40.605175
18.9,200,40.634195
26.9,200,40.663662
19.0,200,40.692563
19.0,200,40.7218
15.0,200,40.750647
16.0,200,40.779781
19.0,200,40.809328
17.0,200,40.83836
11.0,200,41.082385
17.0,200,41.110806
19.0,200,41.140022
24.9,200,41.170376
18.0,200,41.199726
9.0,200,41.227992
25.0,200,41.25843
16.5,200,41.287879
15.9,200,41.3173
17.0,200,41.346446
12.0,200,41.594028
15.9,200,41.623179
19.0,200,41.652963
23.0,200,41.682315
17.0,200,41.711538
18.0,200,41.740927
21.0,200,41.77048
14.0,200,41.799476
18.9,200,41.828951
17.8,200,41.857954
11.0,200,42.104998
11.0,200,42.149941
12.0,200,42.200268
19.0,200,42.22985
19.5,200,42.257286
14.0,200,42.286222
20.0,200,42.317118
13.0,200,42.360236
20.9,200,42.389498
23.0,200,42.419619
19.0,200,42.44926
16.0,200,42.695826
20.0,200,42.724824
22.5,200,42.752426
17.0,200,42.780739
17.0,200,42.809225
14.0,200,42.838101
30.9,200,42.867789
18.0,200,42.896664
16.0,200,42.925483
17.7,200,42.95433
17.9,200,43.199054
23.0,200,43.228294
18.0,200,43.257579
15.5,200,43.286375
17.9,200,43.315484
23.0,200,43.345676
23.0,200,43.380057
16.0,200,43.409292
23.9,200,43.439482
17.0,200,43.469348
19.8,200,43.72072
15.0,200,43.75
20.9,200,43.779668
26.9,200,43.809304
16.0,200,43.838317
14.0,200,43.86702
13.9,200,43.896109
21.9,200,43.9252
20.0,200,43.953875
19.9,200,43.98298
13.8,200,44.248333
19.0,200,44.277904
16.0,200,44.307077
16.0,200,44.33612
18.0,200,44.364866
12.0,200,44.394015
15.4,200,44.422047
22.9,200,44.451337
16.0,200,44.480325
9.9,200,44.508208
23.0,200,44.537458
20.0,200,44.785361
14.9,200,44.815109
12.0,200,44.843945
26.0,200,44.874309
12.9,200,44.903217
16.0,200,44.932661
14.9,200,44.96166
23.0,200,44.991182
17.0,200,45.021055
10.0,200,45.049037
23.0,200,45.302157
16.0,200,45.331527
12.0,200,45.360252
19.0,200,45.389294
29.0,200,45.419045
23.0,200,45.448392
17.0,200,45.477432
15.0,200,45.506021
9.9,200,45.534393
19.0,200,45.563
24.0,200,45.865934
18.9,200,45.894661
22.0,200,45.923986
20.5,200,45.951081
14.0,200,45.97965
13.0,200,46.008018
23.0,200,46.037412
22.0,200,46.066402
23.0,200,46.095704
21.0,200,46.125041
24.0,200,46.372978
19.0,200,46.402406
7.9,200,46.430354
23.0,200,46.45953
16.9,200,46.488024
14.0,200,46.516731
10.0,200,46.545007
19.0,200,46.574138
13.0,200,46.603339
22.9,200,46.632845
11.8,200,46.662205
11.0,200,46.911554
15.0,200,46.940668
10.0,200,46.969206
16.0,200,46.998056
12.0,200,47.026763
20.0,200,47.055971
12.0,200,47.085381
24.0,200,47.115591
17.0,200,47.144598
16.9,200,47.174356
18.0,200,47.418778
10.0,200,47.446705
28.0,200,47.476828
34.5,200,47.504198
11.0,200,47.532271
15.0,200,47.560654
20.0,200,47.589506
18.0,200,47.618197
23.0,200,47.647346
13.0,200,47.675582
10.9,200,47.91969
20.0,200,47.948546
17.5,200,47.976141
17.0,200,48.004944
10.0,200,48.033105
14.9,200,48.06198
19.0,200,48.090545
18.0,200,48.119965
16.9,200,48.148233
26.0,200,48.177446
17.9,200,48.421404
15.0,200,48.450522
22.0,200,48.48001
11.0,200,48.507816
20.0,200,48.536802
17.0,200,48.565524
8.0,200,48.59313
13.0,200,48.621315
22.0,200,48.650455
12.0,200,48.67831
14.0,200,48.70678
24.0,200,48.950714
18.0,200,48.979875
22.0,200,49.009216
22.0,200,49.03882
13.0,200,49.066907
32.0,200,49.096921
13.0,200,49.125359
22.0,200,49.154572
15.5,200,49.18262
10.0,200,49.210751
18.0,200,49.454873
17.0,200,49.483634
19.0,200,49.512604
16.0,200,49.540934
15.0,200,49.569878
14.0,200,49.598497
11.9,200,49.626428
16.0,200,49.654991
16.0,200,49.683368
18.0,200,49.712074
