#{"t_start": 1762477029.830941, "env_id": "None"}
r,l,t
31.1,200,7.940501
22.6,200,7.967711
48.9,200,7.993364
25.7,200,8.022707
12.1,200,8.057455
56.5,200,8.359076
23.6,200,8.3863
21.1,200,8.413987
34.0,200,8.440467
23.3,200,8.467719
12.1,200,8.495328
10.5,200,8.521528
36.9,200,8.548147
24.8,200,8.574812
54.2,200,8.600048
21.6,200,8.626841
20.7,200,8.869537
21.5,200,8.897283
32.4,200,8.923838
31.0,200,8.951155
27.2,200,8.977924
45.3,200,9.003892
27.3,200,9.030413
20.7,200,9.058508
25.2,200,9.087292
22.8,200,9.114726
13.4,200,9.360287
19.8,200,9.387559
33.1,200,9.414214
34.1,200,9.441056
-3.4,200,9.468
45.1,200,9.494283
21.6,200,9.521333
27.1,200,9.547665
22.3,200,9.574378
-1.9,200,9.601387
17.5,200,9.845005
15.1,200,9.872638
49.7,200,9.89871
44.5,200,9.925645
42.9,200,9.951368
-1.5,200,9.978816
17.4,200,10.005766
35.9,200,10.032097
23.6,200,10.059033
26.7,200,10.08613
29.7,200,10.33067
-0.4,200,10.357963
20.1,200,10.384628
38.3,200,10.410957
39.9,200,10.437686
45.6,200,10.46398
8.6,200,10.491628
17.2,200,10.518443
37.3,200,10.544995
49.5,200,10.570871
31.4,200,10.597717
25.8,200,10.839516
1.8,200,10.867492
34.9,200,10.894141
51.8,200,10.920004
41.4,200,10.946493
3.7,200,10.974586
38.4,200,11.001424
20.3,200,11.028617
24.1,200,11.055831
41.2,200,11.081278
20.8,200,11.326107
32.5,200,11.353546
-3.3,200,11.381464
35.2,200,11.408448
15.6,200,11.435731
52.5,200,11.460992
23.4,200,11.487756
52.5,200,11.513475
1.1,200,11.540498
26.4,200,11.567042
19.3,200,11.811559
5.9,200,11.839388
29.0,200,11.866035
37.5,200,11.892631
22.1,200,11.919212
30.2,200,11.945917
50.9,200,11.971367
39.1,200,11.997446
51.7,200,12.023064
26.7,200,12.04952
20.8,200,12.293153
28.2,200,12.320409
19.2,200,12.347626
50.9,200,12.373044
40.3,200,12.399532
37.3,200,12.425388
9.1,200,12.451351
9.8,200,12.478576
39.2,200,12.504133
24.8,200,12.530633
14.0,200,12.557669
-5.0,200,12.798808
38.7,200,12.825204
3.9,200,12.852853
9.3,200,12.87971
46.9,200,12.906002
14.2,200,12.932482
35.2,200,12.957968
10.0,200,12.984629
19.2,200,13.011155
22.3,200,13.037733
47.0,200,13.278061
38.7,200,13.304338
36.8,200,13.331236
41.0,200,13.357305
7.2,200,13.384572
31.0,200,13.411097
16.5,200,13.437233
30.1,200,13.464058
36.8,200,13.489687
50.3,200,13.515266
41.9,200,13.755383
37.0,200,13.782165
46.9,200,13.807971
48.7,200,13.833935
14.5,200,13.860928
7.2,200,13.888774
23.7,200,13.914825
33.6,200,13.9408
-2.3,200,13.967785
41.3,200,13.994006
47.1,200,14.234674
30.4,200,14.260876
34.2,200,14.287545
-3.3,200,14.314921
36.5,200,14.34114
41.8,200,14.366855
37.2,200,14.393546
21.6,200,14.419866
22.3,200,14.446744
36.8,200,14.473046
49.1,200,14.712881
47.6,200,14.739059
40.1,200,14.765497
35.1,200,14.791848
38.9,200,14.817903
15.8,200,14.8446
34.3,200,14.870752
45.8,200,14.896096
52.5,200,14.921547
17.7,200,14.94804
45.6,200,14.973691
46.8,200,15.213406
22.9,200,15.240172
43.5,200,15.265966
12.4,200,15.292878
49.6,200,15.318496
42.9,200,15.344539
50.0,200,15.369913
39.7,200,15.396001
25.2,200,15.422373
43.8,200,15.448335
25.9,200,15.687522
41.2,200,15.713834
-4.8,200,15.74024
43.2,200,15.76621
51.6,200,15.791932
51.0,200,15.817212
26.5,200,15.843907
32.6,200,15.869692
49.6,200,15.895385
35.1,200,15.92153
48.9,200,16.159702
16.8,200,16.186281
46.2,200,16.212109
50.2,200,16.237452
4.5,200,16.26487
51.2,200,16.290744
29.5,200,16.316694
34.4,200,16.342751
10.4,200,16.368932
28.2,200,16.394917
11.1,200,16.634884
43.6,200,16.661048
49.0,200,16.686437
42.7,200,16.712655
32.5,200,16.738534
28.3,200,16.76459
44.0,200,16.790641
49.9,200,16.81599
51.5,200,16.841788
47.2,200,16.867528
20.5,200,16.894027
35.7,200,17.134462
17.0,200,17.160963
24.4,200,17.187346
18.3,200,17.213838
48.4,200,17.239609
48.0,200,17.265398
46.7,200,17.290945
48.1,200,17.316559
44.3,200,17.342275
30.8,200,17.368209
25.9,200,17.608478
40.2,200,17.635147
37.9,200,17.661464
45.1,200,17.687345
22.4,200,17.713342
36.6,200,17.739177
26.0,200,17.765338
18.9,200,17.791656
49.3,200,17.817149
48.4,200,17.842867
49.1,200,18.082185
49.8,200,18.108012
37.7,200,18.134051
50.8,200,18.160024
6.5,200,18.187407
24.1,200,18.213904
51.7,200,18.239777
41.5,200,18.26603
15.2,200,18.29311
44.2,200,18.318642
9.6,200,18.560089
19.1,200,18.587027
50.8,200,18.612875
44.0,200,18.638442
50.3,200,18.664083
5.8,200,18.691277
27.1,200,18.717243
22.7,200,18.743656
18.0,200,18.770733
47.0,200,18.796413
25.2,200,18.822476
49.7,200,19.06276
49.1,200,19.088548
23.7,200,19.115163
23.1,200,19.141382
44.1,200,19.167066
18.7,200,19.193592
47.8,200,19.219136
41.9,200,19.24492
0.6,200,19.271786
28.8,200,19.298384
50.8,200,19.538481
51.1,200,19.564289
48.5,200,19.590023
43.9,200,19.616123
46.9,200,19.641907
23.9,200,19.668169
43.3,200,19.694221
43.0,200,19.720368
26.3,200,19.746573
39.7,200,19.772892
39.0,200,20.013676
18.3,200,20.040459
20.8,200,20.06646
40.9,200,20.092472
48.6,200,20.118079
29.6,200,20.143928
39.8,200,20.169839
21.5,200,20.196782
47.4,200,20.222571
47.3,200,20.248111
19.1,200,20.488481
29.8,200,20.514675
15.7,200,20.541638
34.4,200,20.567424
23.8,200,20.593688
39.9,200,20.620099
52.6,200,20.645978
20.5,200,20.673007
51.7,200,20.698952
54.8,200,20.724352
53.1,200,20.749823
53.9,200,20.990746
19.5,200,21.017892
24.2,200,21.044766
51.8,200,21.071469
34.0,200,21.097468
2.9,200,21.123954
38.2,200,21.150024
39.8,200,21.176052
37.4,200,21.202288
44.5,200,21.227985
41.4,200,21.468501
22.4,200,21.496536
36.5,200,21.522725
45.7,200,21.548302
8.2,200,21.575451
20.2,200,21.602413
17.7,200,21.628529
7.2,200,21.656353
27.7,200,21.682385
49.6,200,21.707922
48.1,200,21.948432
31.9,200,21.974868
56.5,200,22.000782
23.4,200,22.026887
7.5,200,22.054453
27.2,200,22.080969
29.2,200,22.107926
40.0,200,22.133924
50.8,200,22.159443
54.4,200,22.185068
54.9,200,22.425164
19.0,200,22.451855
43.0,200,22.478352
48.4,200,22.50404
38.3,200,22.530306
32.0,200,22.556396
51.7,200,22.582288
45.0,200,22.608306
28.0,200,22.63576
51.7,200,22.662288
35.0,200,22.688495
56.0,200,22.928964
28.6,200,22.955432
23.4,200,22.981655
48.0,200,23.00829
42.9,200,23.03413
26.4,200,23.061085
26.4,200,23.087366
31.0,200,23.114173
43.0,200,23.140871
38.0,200,23.166944
56.8,200,23.407165
29.1,200,23.433761
52.6,200,23.459592
37.5,200,23.48603
50.4,200,23.511915
21.4,200,23.53821
25.2,200,23.564394
20.6,200,23.591249
57.0,200,23.617037
34.2,200,23.643868
49.2,200,23.883438
40.3,200,23.910181
28.1,200,23.936854
27.4,200,23.963449
22.9,200,23.99034
30.9,200,24.017242
26.2,200,24.045092
20.7,200,24.071772
26.0,200,24.098873
52.2,200,24.124744
33.4,200,24.364974
6.5,200,24.392547
18.7,200,24.419612
25.9,200,24.446288
12.6,200,24.472745
54.8,200,24.498481
25.6,200,24.526164
46.8,200,24.552483
25.1,200,24.578886
39.6,200,24.605061
39.5,200,24.632011
41.6,200,24.873012
34.0,200,24.899493
13.7,200,24.927138
44.7,200,24.952786
56.7,200,24.978178
48.8,200,25.003919
34.0,200,25.030362
4.5,200,25.057836
26.7,200,25.083854
23.1,200,25.110689
54.5,200,25.354303
29.6,200,25.380663
16.2,200,25.407472
36.5,200,25.434162
42.3,200,25.460597
51.8,200,25.486745
50.5,200,25.512443
40.7,200,25.538499
49.2,200,25.563726
19.3,200,25.589581
55.5,200,25.829246
46.9,200,25.855472
21.5,200,25.881775
56.2,200,25.907732
44.5,200,25.934133
10.7,200,25.960913
26.7,200,25.987144
37.8,200,26.013169
34.2,200,26.039619
24.5,200,26.066116
34.1,200,26.307077
57.5,200,26.333185
37.4,200,26.35948
29.2,200,26.385735
17.8,200,26.413354
37.8,200,26.43959
36.3,200,26.465417
57.4,200,26.491222
57.1,200,26.516749
57.5,200,26.542142
39.0,200,26.783069
55.5,200,26.809633
26.3,200,26.836418
24.9,200,26.862855
43.9,200,26.889369
33.7,200,26.915953
56.7,200,26.942127
27.1,200,26.969122
29.6,200,26.995717
55.3,200,27.021609
50.5,200,27.047613
57.6,200,27.288671
30.8,200,27.315737
34.8,200,27.34216
28.1,200,27.369163
52.9,200,27.394593
37.3,200,27.421175
23.4,200,27.447733
32.7,200,27.474252
33.8,200,27.501029
25.5,200,27.527887
35.3,200,27.768891
57.8,200,27.796115
10.0,200,27.842528
38.8,200,27.871205
18.2,200,27.89891
54.2,200,27.927618
39.9,200,27.95576
34.6,200,27.983818
22.5,200,28.011109
35.0,200,28.037922
26.1,200,28.27982
49.3,200,28.306726
53.4,200,28.332986
19.9,200,28.360422
30.5,200,28.387648
58.3,200,28.413461
40.3,200,28.43995
57.9,200,28.46587
26.6,200,28.492004
57.0,200,28.517912
28.4,200,28.758774
39.8,200,28.786153
35.2,200,28.812454
58.5,200,28.838683
56.7,200,28.86484
55.2,200,28.890392
41.6,200,28.91679
43.0,200,28.942777
50.6,200,28.969178
37.3,200,28.995211
39.5,200,29.021648
23.7,200,29.262904
25.9,200,29.290628
38.4,200,29.316732
35.4,200,29.343289
39.7,200,29.369992
56.2,200,29.396079
40.4,200,29.422389
42.8,200,29.448684
56.6,200,29.474338
40.0,200,29.500771
34.6,200,29.74104
23.3,200,29.767894
51.6,200,29.794211
34.3,200,29.820925
26.3,200,29.846871
35.4,200,29.872949
21.3,200,29.899525
35.2,200,29.927042
20.5,200,29.953667
26.9,200,29.980314
25.2,200,30.2218
57.6,200,30.248016
40.4,200,30.274402
23.5,200,30.301221
53.2,200,30.32773
45.4,200,30.353788
42.5,200,30.380716
15.6,200,30.407819
26.1,200,30.434656
55.6,200,30.460734
58.1,200,30.699439
39.4,200,30.726537
52.8,200,30.753244
50.7,200,30.779784
22.9,200,30.806594
2.4,200,30.834145
26.3,200,30.860818
37.0,200,30.887569
57.3,200,30.913174
58.0,200,30.939454
53.2,200,30.965803
48.5,200,31.207154
28.3,200,31.234377
39.3,200,31.261163
43.3,200,31.287909
57.6,200,31.313461
19.2,200,31.340694
45.3,200,31.367688
23.0,200,31.39489
25.4,200,31.4221
32.0,200,31.448669
43.0,200,31.690247
57.6,200,31.716634
31.8,200,31.743794
57.7,200,31.769829
22.3,200,31.797097
58.8,200,31.823259
47.8,200,31.849153
36.8,200,31.876615
22.7,200,31.90358
49.0,200,31.92975
25.5,200,32.171179
44.5,200,32.198139
32.9,200,32.225052
53.5,200,32.251214
24.7,200,32.277782
25.4,200,32.304894
57.7,200,32.330891
58.2,200,32.357111
52.2,200,32.383584
-0.0,200,32.411025
26.4,200,32.650754
37.3,200,32.677144
13.2,200,32.704677
32.9,200,32.731762
57.0,200,32.75811
53.1,200,32.784608
22.8,200,32.811314
57.1,200,32.837331
57.8,200,32.863661
55.8,200,32.889559
30.5,200,32.916805
44.2,200,33.159227
28.5,200,33.186718
58.1,200,33.212639
43.8,200,33.239481
3.9,200,33.266834
19.4,200,33.293622
4.1,200,33.320807
20.9,200,33.347842
35.3,200,33.374307
58.5,200,33.400614
38.4,200,33.641725
22.0,200,33.669365
35.6,200,33.697922
55.7,200,33.731011
58.2,200,33.757217
30.5,200,33.784067
38.7,200,33.810177
54.2,200,33.836642
41.4,200,33.863223
0.8,200,33.890645
45.5,200,34.13122
39.9,200,34.158074
49.6,200,34.184113
36.5,200,34.21094
26.1,200,34.237653
42.0,200,34.264447
57.6,200,34.29017
46.0,200,34.316235
49.9,200,34.3425
59.6,200,34.368598
26.3,200,34.610535
52.8,200,34.637194
57.9,200,34.663196
52.1,200,34.689649
58.2,200,34.715411
54.3,200,34.741947
22.5,200,34.768685
51.5,200,34.795069
40.1,200,34.821418
29.6,200,34.847835
53.8,200,34.874268
24.2,200,35.115864
34.1,200,35.142583
38.2,200,35.169253
33.2,200,35.19577
57.9,200,35.221699
52.2,200,35.248019
22.6,200,35.274611
39.1,200,35.300561
30.9,200,35.327133
40.3,200,35.353533
32.8,200,35.594966
28.1,200,35.622774
58.4,200,35.649079
43.4,200,35.675575
36.2,200,35.702084
58.0,200,35.728311
33.6,200,35.754716
41.6,200,35.781293
44.8,200,35.807459
58.2,200,35.833598
29.1,200,36.074542
27.4,200,36.101185
57.8,200,36.127481
38.3,200,36.154424
55.3,200,36.180544
59.1,200,36.206417
33.5,200,36.233186
49.1,200,36.259608
16.5,200,36.286843
44.2,200,36.313324
58.0,200,36.554167
50.9,200,36.580434
57.6,200,36.606942
39.8,200,36.633675
40.8,200,36.660997
26.3,200,36.687976
30.9,200,36.71459
48.7,200,36.740873
37.3,200,36.767601
57.9,200,36.793562
45.2,200,36.820311
53.3,200,37.059975
13.1,200,37.088057
7.6,200,37.115513
57.8,200,37.141634
55.6,200,37.16814
49.4,200,37.194574
58.9,200,37.220569
39.6,200,37.247742
25.9,200,37.274945
58.6,200,37.300744
59.5,200,37.541804
56.9,200,37.568554
57.5,200,37.59496
51.1,200,37.621359
40.9,200,37.647836
58.3,200,37.673843
58.5,200,37.699979
59.2,200,37.726432
48.3,200,37.753017
53.6,200,37.779396
34.7,200,38.020813
30.6,200,38.047905
58.1,200,38.074074
58.9,200,38.099997
44.3,200,38.126472
40.7,200,38.153245
58.1,200,38.179438
23.8,200,38.207113
58.0,200,38.233455
46.5,200,38.260033
18.1,200,38.501709
38.7,200,38.529119
57.4,200,38.555481
45.3,200,38.581898
28.8,200,38.608913
40.0,200,38.635876
53.6,200,38.662693
29.3,200,38.689838
28.5,200,38.71662
43.4,200,38.743026
43.5,200,38.984133
58.2,200,39.010828
42.1,200,39.038451
36.2,200,39.065011
20.2,200,39.091585
53.8,200,39.117685
43.8,200,39.144791
48.8,200,39.17147
54.7,200,39.197479
56.8,200,39.223731
49.3,200,39.250193
45.6,200,39.492124
38.0,200,39.519134
29.5,200,39.545732
33.8,200,39.572652
58.7,200,39.599126
55.1,200,39.625441
22.7,200,39.652594
48.9,200,39.679171
48.1,200,39.705488
21.6,200,39.732284
38.8,200,39.974467
42.8,200,40.000877
31.2,200,40.028677
23.0,200,40.055386
54.3,200,40.081985
32.3,200,40.108693
58.2,200,40.134934
43.5,200,40.161207
22.1,200,40.188264
44.7,200,40.214434
1.2,200,40.456601
25.1,200,40.483732
28.1,200,40.511076
46.8,200,40.537524
52.9,200,40.564059
58.2,200,40.590114
58.4,200,40.616672
33.4,200,40.644
55.5,200,40.670513
58.1,200,40.696496
54.5,200,40.93859
54.1,200,40.96536
58.4,200,40.99163
34.2,200,41.017899
45.9,200,41.044379
38.9,200,41.070896
47.4,200,41.09766
56.8,200,41.123829
53.5,200,41.150052
25.0,200,41.176458
32.9,200,41.202991
58.5,200,41.444486
57.3,200,41.470659
58.5,200,41.496975
58.4,200,41.523189
32.3,200,41.550041
49.4,200,41.576074
52.0,200,41.602415
49.4,200,41.628688
58.7,200,41.655049
26.8,200,41.682103
53.9,200,41.922468
31.9,200,41.949977
27.9,200,41.977338
59.0,200,42.003145
57.4,200,42.029511
39.6,200,42.055958
58.2,200,42.082138
28.0,200,42.109004
26.8,200,42.135307
54.0,200,42.161883
22.4,200,42.399679
58.4,200,42.425803
54.4,200,42.451968
55.7,200,42.478227
54.9,200,42.504297
21.8,200,42.531448
32.0,200,42.558723
6.9,200,42.586009
53.9,200,42.612081
55.2,200,42.638753
59.1,200,42.87878
35.5,200,42.905918
58.4,200,42.931959
58.2,200,42.958038
31.5,200,42.985158
58.5,200,43.011454
35.8,200,43.037924
27.0,200,43.065048
41.5,200,43.091736
58.4,200,43.118079
21.9,200,43.144912
57.4,200,43.385084
58.4,200,43.411513
35.0,200,43.438749
34.9,200,43.465561
39.9,200,43.492088
56.0,200,43.518373
22.8,200,43.545538
56.5,200,43.571658
58.9,200,43.597796
56.0,200,43.623943
56.0,200,43.864071
58.4,200,43.890426
51.9,200,43.91697
51.5,200,43.944049
56.4,200,43.970526
21.0,200,43.997555
26.4,200,44.024552
47.4,200,44.051325
57.5,200,44.077846
25.8,200,44.104535
47.9,200,44.344853
26.0,200,44.371893
56.1,200,44.398442
58.4,200,44.424342
34.9,200,44.45136
51.0,200,44.477909
46.2,200,44.504145
31.4,200,44.530902
49.5,200,44.557576
53.9,200,44.583972
34.8,200,44.824653
53.2,200,44.851029
47.7,200,44.877499
52.7,200,44.903665
39.5,200,44.931462
42.0,200,44.958163
41.4,200,44.985128
41.5,200,45.011921
49.5,200,45.038574
58.4,200,45.06461
26.5,200,45.09154
58.3,200,45.33117
54.8,200,45.357996
52.7,200,45.384303
56.3,200,45.410846
35.4,200,45.437309
39.5,200,45.463687
25.9,200,45.490802
55.5,200,45.517019
25.3,200,45.544146
52.3,200,45.570241
54.8,200,45.810775
37.9,200,45.837443
3.0,200,45.865172
56.5,200,45.89128
48.5,200,45.917902
59.4,200,45.944356
46.9,200,45.970943
54.3,200,45.997136
56.0,200,46.023529
56.0,200,46.049974
58.2,200,46.289856
26.3,200,46.317081
53.5,200,46.343551
57.9,200,46.369629
-0.1,200,46.397034
58.9,200,46.423053
28.5,200,46.45013
10.9,200,46.477454
34.4,200,46.504108
29.4,200,46.530689
49.3,200,46.794838
58.3,200,46.821439
58.2,200,46.847349
14.3,200,46.875066
54.4,200,46.901403
56.4,200,46.927557
36.6,200,46.954134
42.5,200,46.981155
58.2,200,47.007269
46.4,200,47.033468
56.4,200,47.05983
52.5,200,47.300684
55.1,200,47.327302
28.9,200,47.35448
49.5,200,47.381338
41.3,200,47.407586
53.9,200,47.433973
58.3,200,47.459964
56.3,200,47.486751
32.2,200,47.513362
29.5,200,47.540012
56.5,200,47.779685
57.0,200,47.806401
26.4,200,47.833574
59.4,200,47.859776
56.5,200,47.886006
45.9,200,47.912901
51.9,200,47.939149
51.2,200,47.965331
55.9,200,47.991574
59.3,200,48.017815
